driver_name,driver_id,manufacturer,car_number,lap_number,running_position,lap_speed,lap_time,team,playoffs,points_ineligible,starting_position,finish_position,statuses
Riley Herbst,4269,Tyt,35,122,23,109.209,17.570,23XI Racing,False,False,29,18,green
Shane Van Gisbergen,4469,Chv,88,212,32,109.209,17.570,Trackhouse Racing,True,False,28,26,green
Noah Gragson,4224,Frd,4,182,21,109.209,17.570,Front Row Motorsports,False,False,30,23,green
Cole Custer,4104,Frd,41,354,37,109.209,17.570,Haas Factory Team,False,False,26,33,green
Alex Bowman,4045,Chv,48,64,21,109.209,17.570,Hendrick Motorsports,True,False,15,8,green
AJ Allmendinger,3774,Chv,16,226,14,109.209,17.570,Kaulig Racing,False,False,1,36,green
Erik Jones,4059,Tyt,43,52,25,109.203,17.571,Legacy Motor Club,False,False,27,20,green
Chase Briscoe,4228,Tyt,19,194,13,109.203,17.571,Joe Gibbs Racing,True,False,31,9,green
Austin Hill,4133,Chv,33,483,26,109.203,17.571,Richard Childress Racing,False,True,33,25,green
Justin Haley,4172,Chv,7,235,24,109.203,17.571,Spire Motorsports,False,False,17,13,green
Austin Hill,4133,Chv,33,479,26,109.203,17.571,Richard Childress Racing,False,True,33,25,green
Austin Cindric,4180,Frd,2,34,3,109.203,17.571,Team Penske,True,False,3,30,green
Corey Heim,4387,Tyt,67,306,27,109.203,17.571,23XI Racing,False,True,38,6,green
Noah Gragson,4224,Frd,4,137,20,109.203,17.571,Front Row Motorsports,False,False,30,23,caution
Chris Buescher,3989,Frd,17,202,16,109.203,17.571,RFK Racing,False,False,21,11,green
Shane Van Gisbergen,4469,Chv,88,348,35,109.203,17.571,Trackhouse Racing,True,False,28,26,green
Cole Custer,4104,Frd,41,417,35,109.196,17.572,Haas Factory Team,False,False,26,33,green
Michael McDowell,3832,Chv,71,277,20,109.196,17.572,Spire Motorsports,False,False,25,17,restart
Ty Dillon,4013,Chv,10,399,28,109.196,17.572,Kaulig Racing,False,False,37,27,green
Carson Hocevar,4326,Chv,77,232,2,109.196,17.572,Spire Motorsports,False,False,12,7,green
Shane Van Gisbergen,4469,Chv,88,342,35,109.196,17.572,Trackhouse Racing,True,False,28,26,green
Cole Custer,4104,Frd,41,201,36,109.196,17.572,Haas Factory Team,False,False,26,33,green
John Hunter Nemechek,4092,Tyt,42,108,8,109.190,17.573,Legacy Motor Club,False,False,19,14,restart
Denny Hamlin,1361,Tyt,11,449,32,109.190,17.573,Joe Gibbs Racing,True,False,6,31,green
Ryan Blaney,4023,Frd,12,138,9,109.190,17.573,Team Penske,True,False,2,4,restart
Kyle Larson,4030,Chv,5,37,4,109.190,17.573,Hendrick Motorsports,True,False,5,32,green
Justin Haley,4172,Chv,7,477,12,109.190,17.573,Spire Motorsports,False,False,17,13,green
Joey Logano,3859,Frd,22,475,6,109.184,17.574,Team Penske,True,False,22,5,green
Ricky Stenhouse Jr.,3888,Chv,47,418,14,109.184,17.574,HYAK Motorsports,False,False,11,22,green
Chris Buescher,3989,Frd,17,231,9,109.184,17.574,RFK Racing,False,False,21,11,green
Austin Cindric,4180,Frd,2,195,8,109.184,17.574,Team Penske,True,False,3,30,green
Chase Briscoe,4228,Tyt,19,477,2,109.184,17.574,Joe Gibbs Racing,True,False,31,9,green
Todd Gilliland,4231,Frd,34,71,27,109.184,17.574,Front Row Motorsports,False,False,36,24,green
Cole Custer,4104,Frd,41,142,36,109.184,17.574,Haas Factory Team,False,False,26,33,green
Cody Ware,4125,Frd,51,483,31,109.184,17.574,Rick Ware Racing,False,False,34,29,green
Daniel Suarez,4113,Chv,99,277,27,109.184,17.574,Trackhouse Racing,False,False,35,37,restart
Austin Cindric,4180,Frd,2,175,12,109.178,17.575,Team Penske,True,False,3,30,green
John Hunter Nemechek,4092,Tyt,42,67,12,109.178,17.575,Legacy Motor Club,False,False,19,14,green
Austin Dillon,3873,Chv,3,219,31,109.178,17.575,Richard Childress Racing,True,False,23,28,green
Denny Hamlin,1361,Tyt,11,179,15,109.178,17.575,Joe Gibbs Racing,True,False,6,31,green
Justin Haley,4172,Chv,7,277,22,109.178,17.575,Spire Motorsports,False,False,17,13,restart
Chris Buescher,3989,Frd,17,449,9,109.178,17.575,RFK Racing,False,False,21,11,green
Austin Cindric,4180,Frd,2,33,3,109.178,17.575,Team Penske,True,False,3,30,green
Riley Herbst,4269,Tyt,35,427,18,109.178,17.575,23XI Racing,False,False,29,18,green
Todd Gilliland,4231,Frd,34,442,19,109.172,17.576,Front Row Motorsports,False,False,36,24,green
Austin Dillon,3873,Chv,3,276,31,109.172,17.576,Richard Childress Racing,True,False,23,28,caution
Denny Hamlin,1361,Tyt,11,69,6,109.172,17.576,Joe Gibbs Racing,True,False,6,31,green
Ty Dillon,4013,Chv,10,466,28,109.172,17.576,Kaulig Racing,False,False,37,27,green
Ty Dillon,4013,Chv,10,234,32,109.172,17.576,Kaulig Racing,False,False,37,27,green
Ryan Preece,4070,Frd,60,34,36,109.172,17.576,RFK Racing,False,False,20,21,green
Riley Herbst,4269,Tyt,35,383,20,109.172,17.576,23XI Racing,False,False,29,18,green
Chad Finchum,4232,Frd,66,411,34,109.172,17.576,Garage 66,False,False,39,35,green
Joey Logano,3859,Frd,22,188,20,109.172,17.576,Team Penske,True,False,22,5,green
Chase Elliott,4062,Chv,9,170,28,109.172,17.576,Hendrick Motorsports,True,False,16,38,green
Austin Cindric,4180,Frd,2,433,16,109.165,17.577,Team Penske,True,False,3,30,green
Todd Gilliland,4231,Frd,34,159,35,109.165,17.577,Front Row Motorsports,False,False,36,24,green
Kyle Larson,4030,Chv,5,160,29,109.165,17.577,Hendrick Motorsports,True,False,5,32,green
Ross Chastain,4001,Chv,1,288,25,109.165,17.577,Trackhouse Racing,True,False,13,19,caution
Chad Finchum,4232,Frd,66,105,38,109.165,17.577,Garage 66,False,False,39,35,caution
Austin Hill,4133,Chv,33,360,30,109.165,17.577,Richard Childress Racing,False,True,33,25,caution
Austin Hill,4133,Chv,33,208,35,109.165,17.577,Richard Childress Racing,False,True,33,25,green
Austin Hill,4133,Chv,33,199,36,109.165,17.577,Richard Childress Racing,False,True,33,25,green
Michael McDowell,3832,Chv,71,278,20,109.165,17.577,Spire Motorsports,False,False,25,17,green
Austin Dillon,3873,Chv,3,158,26,109.165,17.577,Richard Childress Racing,True,False,23,28,green
Ricky Stenhouse Jr.,3888,Chv,47,483,23,109.159,17.578,HYAK Motorsports,False,False,11,22,green
William Byron,4184,Chv,24,73,2,109.159,17.578,Hendrick Motorsports,True,False,7,12,green
Alex Bowman,4045,Chv,48,237,3,109.159,17.578,Hendrick Motorsports,True,False,15,8,green
Alex Bowman,4045,Chv,48,174,6,109.159,17.578,Hendrick Motorsports,True,False,15,8,green
Shane Van Gisbergen,4469,Chv,88,277,36,109.159,17.578,Trackhouse Racing,True,False,28,26,restart
Erik Jones,4059,Tyt,43,37,15,109.159,17.578,Legacy Motor Club,False,False,27,20,green
Kyle Busch,454,Chv,8,277,25,109.159,17.578,Richard Childress Racing,False,False,32,16,restart
Cole Custer,4104,Frd,41,160,37,109.153,17.579,Haas Factory Team,False,False,26,33,green
Chad Finchum,4232,Frd,66,335,36,109.153,17.579,Garage 66,False,False,39,35,green
Ross Chastain,4001,Chv,1,472,12,109.153,17.579,Trackhouse Racing,True,False,13,19,green
Joey Logano,3859,Frd,22,474,7,109.153,17.579,Team Penske,True,False,22,5,green
Ty Dillon,4013,Chv,10,430,27,109.153,17.579,Kaulig Racing,False,False,37,27,green
Chase Briscoe,4228,Tyt,19,354,1,109.153,17.579,Joe Gibbs Racing,True,False,31,9,green
Christopher Bell,4153,Tyt,20,48,29,109.147,17.580,Joe Gibbs Racing,True,False,9,1,green
Todd Gilliland,4231,Frd,34,194,29,109.147,17.580,Front Row Motorsports,False,False,36,24,green
Ryan Blaney,4023,Frd,12,96,11,109.147,17.580,Team Penske,True,False,2,4,green
Zane Smith,4272,Frd,38,159,9,109.147,17.580,Front Row Motorsports,False,False,24,3,green
Alex Bowman,4045,Chv,48,54,27,109.147,17.580,Hendrick Motorsports,True,False,15,8,green
Erik Jones,4059,Tyt,43,424,16,109.147,17.580,Legacy Motor Club,False,False,27,20,green
AJ Allmendinger,3774,Chv,16,75,4,109.147,17.580,Kaulig Racing,False,False,1,36,green
AJ Allmendinger,3774,Chv,16,399,35,109.147,17.580,Kaulig Racing,False,False,1,36,green
Erik Jones,4059,Tyt,43,186,12,109.141,17.581,Legacy Motor Club,False,False,27,20,green
Denny Hamlin,1361,Tyt,11,189,13,109.141,17.581,Joe Gibbs Racing,True,False,6,31,green
Kyle Larson,4030,Chv,5,330,25,109.141,17.581,Hendrick Motorsports,True,False,5,32,restart
Joey Logano,3859,Frd,22,174,22,109.141,17.581,Team Penske,True,False,22,5,green
Corey Heim,4387,Tyt,67,339,24,109.141,17.581,23XI Racing,False,True,38,6,green
Chad Finchum,4232,Frd,66,162,38,109.141,17.581,Garage 66,False,False,39,35,green
Shane Van Gisbergen,4469,Chv,88,62,26,109.134,17.582,Trackhouse Racing,True,False,28,26,green
Erik Jones,4059,Tyt,43,195,11,109.134,17.582,Legacy Motor Club,False,False,27,20,green
Christopher Bell,4153,Tyt,20,161,17,109.134,17.582,Joe Gibbs Racing,True,False,9,1,green
Noah Gragson,4224,Frd,4,210,28,109.134,17.582,Front Row Motorsports,False,False,30,23,green
Zane Smith,4272,Frd,38,226,8,109.134,17.582,Front Row Motorsports,False,False,24,3,green
Kyle Busch,454,Chv,8,185,24,109.134,17.582,Richard Childress Racing,False,False,32,16,green
Christopher Bell,4153,Tyt,20,64,17,109.134,17.582,Joe Gibbs Racing,True,False,9,1,green
Ty Gibbs,4368,Tyt,54,232,1,109.134,17.582,Joe Gibbs Racing,False,False,4,10,green
Riley Herbst,4269,Tyt,35,215,28,109.128,17.583,23XI Racing,False,False,29,18,green
Cole Custer,4104,Frd,41,107,35,109.128,17.583,Haas Factory Team,False,False,26,33,caution
Riley Herbst,4269,Tyt,35,168,24,109.128,17.583,23XI Racing,False,False,29,18,green
Austin Dillon,3873,Chv,3,217,31,109.128,17.583,Richard Childress Racing,True,False,23,28,green
Noah Gragson,4224,Frd,4,482,24,109.128,17.583,Front Row Motorsports,False,False,30,23,green
Cody Ware,4125,Frd,51,120,36,109.128,17.583,Rick Ware Racing,False,False,34,29,green
Chase Elliott,4062,Chv,9,220,20,109.128,17.583,Hendrick Motorsports,True,False,16,38,green
Erik Jones,4059,Tyt,43,212,9,109.122,17.584,Legacy Motor Club,False,False,27,20,green
Chad Finchum,4232,Frd,66,338,36,109.122,17.584,Garage 66,False,False,39,35,green
Noah Gragson,4224,Frd,4,463,24,109.122,17.584,Front Row Motorsports,False,False,30,23,green
Tyler Reddick,4065,Tyt,45,353,22,109.122,17.584,23XI Racing,True,False,14,15,green
Austin Hill,4133,Chv,33,210,35,109.122,17.584,Richard Childress Racing,False,True,33,25,green
Cody Ware,4125,Frd,51,191,35,109.122,17.584,Rick Ware Racing,False,False,34,29,green
Bubba Wallace,4025,Tyt,23,236,9,109.116,17.585,23XI Racing,True,False,8,34,green
Kyle Larson,4030,Chv,5,449,33,109.116,17.585,Hendrick Motorsports,True,False,5,32,green
Noah Gragson,4224,Frd,4,184,20,109.116,17.585,Front Row Motorsports,False,False,30,23,green
Corey Heim,4387,Tyt,67,438,7,109.116,17.585,23XI Racing,False,True,38,6,green
Cody Ware,4125,Frd,51,474,32,109.116,17.585,Rick Ware Racing,False,False,34,29,green
Corey Heim,4387,Tyt,67,479,6,109.116,17.585,23XI Racing,False,True,38,6,green
Denny Hamlin,1361,Tyt,11,175,15,109.116,17.585,Joe Gibbs Racing,True,False,6,31,green
Noah Gragson,4224,Frd,4,473,23,109.116,17.585,Front Row Motorsports,False,False,30,23,green
Zane Smith,4272,Frd,38,73,3,109.110,17.586,Front Row Motorsports,False,False,24,3,green
Alex Bowman,4045,Chv,48,60,21,109.110,17.586,Hendrick Motorsports,True,False,15,8,green
Corey Heim,4387,Tyt,67,70,27,109.110,17.586,23XI Racing,False,True,38,6,green
Riley Herbst,4269,Tyt,35,137,25,109.110,17.586,23XI Racing,False,False,29,18,caution
AJ Allmendinger,3774,Chv,16,164,6,109.110,17.586,Kaulig Racing,False,False,1,36,green
Shane Van Gisbergen,4469,Chv,88,299,36,109.103,17.587,Trackhouse Racing,True,False,28,26,caution
Michael McDowell,3832,Chv,71,70,34,109.103,17.587,Spire Motorsports,False,False,25,17,green
William Byron,4184,Chv,24,179,14,109.103,17.587,Hendrick Motorsports,True,False,7,12,green
Corey Heim,4387,Tyt,67,158,27,109.103,17.587,23XI Racing,False,True,38,6,green
Chad Finchum,4232,Frd,66,191,38,109.103,17.587,Garage 66,False,False,39,35,green
Noah Gragson,4224,Frd,4,460,24,109.103,17.587,Front Row Motorsports,False,False,30,23,green
Shane Van Gisbergen,4469,Chv,88,338,35,109.097,17.588,Trackhouse Racing,True,False,28,26,green
Denny Hamlin,1361,Tyt,11,67,7,109.097,17.588,Joe Gibbs Racing,True,False,6,31,green
Austin Dillon,3873,Chv,3,402,29,109.097,17.588,Richard Childress Racing,True,False,23,28,green
Austin Cindric,4180,Frd,2,471,31,109.097,17.588,Team Penske,True,False,3,30,green
Ross Chastain,4001,Chv,1,164,25,109.097,17.588,Trackhouse Racing,True,False,13,19,green
Denny Hamlin,1361,Tyt,11,194,10,109.097,17.588,Joe Gibbs Racing,True,False,6,31,green
Kyle Busch,454,Chv,8,188,23,109.097,17.588,Richard Childress Racing,False,False,32,16,green
Cole Custer,4104,Frd,41,135,36,109.097,17.588,Haas Factory Team,False,False,26,33,caution
Austin Hill,4133,Chv,33,480,26,109.091,17.589,Richard Childress Racing,False,True,33,25,green
Ty Dillon,4013,Chv,10,276,33,109.091,17.589,Kaulig Racing,False,False,37,27,caution
Zane Smith,4272,Frd,38,212,7,109.091,17.589,Front Row Motorsports,False,False,24,3,green
Todd Gilliland,4231,Frd,34,177,34,109.091,17.589,Front Row Motorsports,False,False,36,24,green
Zane Smith,4272,Frd,38,46,17,109.091,17.589,Front Row Motorsports,False,False,24,3,green
Ty Dillon,4013,Chv,10,232,33,109.091,17.589,Kaulig Racing,False,False,37,27,green
Alex Bowman,4045,Chv,48,56,25,109.091,17.589,Hendrick Motorsports,True,False,15,8,green
AJ Allmendinger,3774,Chv,16,401,35,109.091,17.589,Kaulig Racing,False,False,1,36,green
Chris Buescher,3989,Frd,17,108,4,109.085,17.590,RFK Racing,False,False,21,11,restart
Noah Gragson,4224,Frd,4,471,23,109.085,17.590,Front Row Motorsports,False,False,30,23,green
Justin Haley,4172,Chv,7,178,19,109.085,17.590,Spire Motorsports,False,False,17,13,green
Riley Herbst,4269,Tyt,35,426,20,109.085,17.590,23XI Racing,False,False,29,18,green
Noah Gragson,4224,Frd,4,361,33,109.085,17.590,Front Row Motorsports,False,False,30,23,caution
Ty Dillon,4013,Chv,10,187,31,109.079,17.591,Kaulig Racing,False,False,37,27,green
Corey Heim,4387,Tyt,67,227,23,109.079,17.591,23XI Racing,False,True,38,6,green
Michael McDowell,3832,Chv,71,184,27,109.079,17.591,Spire Motorsports,False,False,25,17,green
William Byron,4184,Chv,24,186,14,109.079,17.591,Hendrick Motorsports,True,False,7,12,green
Chad Finchum,4232,Frd,66,415,34,109.079,17.591,Garage 66,False,False,39,35,green
Michael McDowell,3832,Chv,71,162,26,109.079,17.591,Spire Motorsports,False,False,25,17,green
Chad Finchum,4232,Frd,66,165,38,109.079,17.591,Garage 66,False,False,39,35,green
Corey Heim,4387,Tyt,67,478,6,109.072,17.592,23XI Racing,False,True,38,6,green
Ricky Stenhouse Jr.,3888,Chv,47,231,7,109.072,17.592,HYAK Motorsports,False,False,11,22,green
Noah Gragson,4224,Frd,4,188,19,109.072,17.592,Front Row Motorsports,False,False,30,23,green
Noah Gragson,4224,Frd,4,220,30,109.072,17.592,Front Row Motorsports,False,False,30,23,green
Brad Keselowski,1816,Frd,6,159,16,109.072,17.592,RFK Racing,False,False,18,2,green
Shane Van Gisbergen,4469,Chv,88,59,27,109.072,17.592,Trackhouse Racing,True,False,28,26,green
Denny Hamlin,1361,Tyt,11,417,31,109.072,17.592,Joe Gibbs Racing,True,False,6,31,green
Michael McDowell,3832,Chv,71,247,20,109.072,17.592,Spire Motorsports,False,False,25,17,restart
Austin Cindric,4180,Frd,2,402,12,109.072,17.592,Team Penske,True,False,3,30,green
Austin Hill,4133,Chv,33,462,27,109.072,17.592,Richard Childress Racing,False,True,33,25,green
Chase Elliott,4062,Chv,9,60,22,109.072,17.592,Hendrick Motorsports,True,False,16,38,green
Daniel Suarez,4113,Chv,99,67,38,109.072,17.592,Trackhouse Racing,False,False,35,37,green
John Hunter Nemechek,4092,Tyt,42,217,15,109.066,17.593,Legacy Motor Club,False,False,19,14,green
AJ Allmendinger,3774,Chv,16,77,4,109.066,17.593,Kaulig Racing,False,False,1,36,green
Todd Gilliland,4231,Frd,34,199,26,109.066,17.593,Front Row Motorsports,False,False,36,24,green
Ty Gibbs,4368,Tyt,54,472,10,109.066,17.593,Joe Gibbs Racing,False,False,4,10,pitting in
Ryan Blaney,4023,Frd,12,39,1,109.066,17.593,Team Penske,True,False,2,4,green
Michael McDowell,3832,Chv,71,200,18,109.066,17.593,Spire Motorsports,False,False,25,17,green
Joey Logano,3859,Frd,22,473,7,109.066,17.593,Team Penske,True,False,22,5,green
Chad Finchum,4232,Frd,66,68,39,109.066,17.593,Garage 66,False,False,39,35,green
Cody Ware,4125,Frd,51,341,34,109.060,17.594,Rick Ware Racing,False,False,34,29,green
Carson Hocevar,4326,Chv,77,247,6,109.060,17.594,Spire Motorsports,False,False,12,7,restart
Ty Gibbs,4368,Tyt,54,42,29,109.060,17.594,Joe Gibbs Racing,False,False,4,10,green
Austin Dillon,3873,Chv,3,307,33,109.054,17.595,Richard Childress Racing,True,False,23,28,green
Michael McDowell,3832,Chv,71,189,25,109.054,17.595,Spire Motorsports,False,False,25,17,green
Michael McDowell,3832,Chv,71,192,23,109.054,17.595,Spire Motorsports,False,False,25,17,green
Chase Briscoe,4228,Tyt,19,110,13,109.054,17.595,Joe Gibbs Racing,True,False,31,9,green
Michael McDowell,3832,Chv,71,289,16,109.054,17.595,Spire Motorsports,False,False,25,17,restart
Christopher Bell,4153,Tyt,20,310,6,109.054,17.595,Joe Gibbs Racing,True,False,9,1,green
Austin Cindric,4180,Frd,2,472,31,109.054,17.595,Team Penske,True,False,3,30,green
Denny Hamlin,1361,Tyt,11,58,10,109.054,17.595,Joe Gibbs Racing,True,False,6,31,green
Erik Jones,4059,Tyt,43,225,12,109.054,17.595,Legacy Motor Club,False,False,27,20,green
Michael McDowell,3832,Chv,71,226,26,109.048,17.596,Spire Motorsports,False,False,25,17,green
Ty Dillon,4013,Chv,10,426,27,109.048,17.596,Kaulig Racing,False,False,37,27,green
Corey Heim,4387,Tyt,67,225,23,109.048,17.596,23XI Racing,False,True,38,6,green
Austin Dillon,3873,Chv,3,62,25,109.048,17.596,Richard Childress Racing,True,False,23,28,green
Noah Gragson,4224,Frd,4,235,30,109.048,17.596,Front Row Motorsports,False,False,30,23,green
Tyler Reddick,4065,Tyt,45,225,22,109.048,17.596,23XI Racing,True,False,14,15,green
Ross Chastain,4001,Chv,1,446,14,109.048,17.596,Trackhouse Racing,True,False,13,19,green
Bubba Wallace,4025,Tyt,23,235,10,109.048,17.596,23XI Racing,True,False,8,34,green
Chase Elliott,4062,Chv,9,32,13,109.048,17.596,Hendrick Motorsports,True,False,16,38,green
Chase Briscoe,4228,Tyt,19,231,15,109.041,17.597,Joe Gibbs Racing,True,False,31,9,green
Todd Gilliland,4231,Frd,34,429,26,109.041,17.597,Front Row Motorsports,False,False,36,24,green
Noah Gragson,4224,Frd,4,33,25,109.041,17.597,Front Row Motorsports,False,False,30,23,green
Justin Haley,4172,Chv,7,429,19,109.041,17.597,Spire Motorsports,False,False,17,13,green
Austin Hill,4133,Chv,33,38,37,109.041,17.597,Richard Childress Racing,False,True,33,25,green
Zane Smith,4272,Frd,38,71,3,109.041,17.597,Front Row Motorsports,False,False,24,3,green
Kyle Busch,454,Chv,8,235,27,109.041,17.597,Richard Childress Racing,False,False,32,16,green
Justin Haley,4172,Chv,7,222,21,109.035,17.598,Spire Motorsports,False,False,17,13,green
William Byron,4184,Chv,24,199,23,109.035,17.598,Hendrick Motorsports,True,False,7,12,green
Ty Dillon,4013,Chv,10,464,28,109.035,17.598,Kaulig Racing,False,False,37,27,green
Zane Smith,4272,Frd,38,190,9,109.035,17.598,Front Row Motorsports,False,False,24,3,green
Cole Custer,4104,Frd,41,167,37,109.035,17.598,Haas Factory Team,False,False,26,33,green
Austin Dillon,3873,Chv,3,471,29,109.035,17.598,Richard Childress Racing,True,False,23,28,green
John Hunter Nemechek,4092,Tyt,42,343,20,109.029,17.599,Legacy Motor Club,False,False,19,14,green
Cody Ware,4125,Frd,51,360,35,109.029,17.599,Rick Ware Racing,False,False,34,29,caution
Alex Bowman,4045,Chv,48,109,27,109.029,17.599,Hendrick Motorsports,True,False,15,8,green
Joey Logano,3859,Frd,22,137,23,109.029,17.599,Team Penske,True,False,22,5,caution
Ryan Preece,4070,Frd,60,485,14,109.029,17.599,RFK Racing,False,False,20,21,green
Tyler Reddick,4065,Tyt,45,223,22,109.029,17.599,23XI Racing,True,False,14,15,green
William Byron,4184,Chv,24,108,3,109.029,17.599,Hendrick Motorsports,True,False,7,12,restart
Corey Heim,4387,Tyt,67,188,21,109.029,17.599,23XI Racing,False,True,38,6,green
William Byron,4184,Chv,24,165,10,109.029,17.599,Hendrick Motorsports,True,False,7,12,green
Austin Hill,4133,Chv,33,121,33,109.029,17.599,Richard Childress Racing,False,True,33,25,green
Christopher Bell,4153,Tyt,20,230,12,109.023,17.600,Joe Gibbs Racing,True,False,9,1,green
William Byron,4184,Chv,24,403,22,109.023,17.600,Hendrick Motorsports,True,False,7,12,green
Ricky Stenhouse Jr.,3888,Chv,47,278,17,109.023,17.600,HYAK Motorsports,False,False,11,22,green
Todd Gilliland,4231,Frd,34,450,23,109.023,17.600,Front Row Motorsports,False,False,36,24,pitting in
Alex Bowman,4045,Chv,48,217,2,109.023,17.600,Hendrick Motorsports,True,False,15,8,green
Zane Smith,4272,Frd,38,188,9,109.023,17.600,Front Row Motorsports,False,False,24,3,green
Cole Custer,4104,Frd,41,217,37,109.023,17.600,Haas Factory Team,False,False,26,33,green
Bubba Wallace,4025,Tyt,23,405,15,109.023,17.600,23XI Racing,True,False,8,34,green
Ross Chastain,4001,Chv,1,230,24,109.023,17.600,Trackhouse Racing,True,False,13,19,green
Bubba Wallace,4025,Tyt,23,429,11,109.023,17.600,23XI Racing,True,False,8,34,green
Chad Finchum,4232,Frd,66,414,34,109.023,17.600,Garage 66,False,False,39,35,green
Alex Bowman,4045,Chv,48,351,12,109.023,17.600,Hendrick Motorsports,True,False,15,8,green
AJ Allmendinger,3774,Chv,16,403,35,109.023,17.600,Kaulig Racing,False,False,1,36,green
Corey Heim,4387,Tyt,67,399,21,109.017,17.601,23XI Racing,False,True,38,6,green
Ryan Blaney,4023,Frd,12,438,5,109.017,17.601,Team Penske,True,False,2,4,green
Justin Haley,4172,Chv,7,112,28,109.017,17.601,Spire Motorsports,False,False,17,13,green
Chad Finchum,4232,Frd,66,261,38,109.017,17.601,Garage 66,False,False,39,35,caution
Carson Hocevar,4326,Chv,77,237,2,109.017,17.601,Spire Motorsports,False,False,12,7,green
Joey Logano,3859,Frd,22,468,7,109.017,17.601,Team Penske,True,False,22,5,green
Noah Gragson,4224,Frd,4,221,30,109.017,17.601,Front Row Motorsports,False,False,30,23,green
Riley Herbst,4269,Tyt,35,185,23,109.017,17.601,23XI Racing,False,False,29,18,green
John Hunter Nemechek,4092,Tyt,42,49,22,109.010,17.602,Legacy Motor Club,False,False,19,14,green
Brad Keselowski,1816,Frd,6,429,5,109.010,17.602,RFK Racing,False,False,18,2,green
Shane Van Gisbergen,4469,Chv,88,61,26,109.010,17.602,Trackhouse Racing,True,False,28,26,green
Chad Finchum,4232,Frd,66,107,38,109.010,17.602,Garage 66,False,False,39,35,caution
Austin Dillon,3873,Chv,3,70,37,109.010,17.602,Richard Childress Racing,True,False,23,28,green
Riley Herbst,4269,Tyt,35,433,15,109.010,17.602,23XI Racing,False,False,29,18,green
Chase Elliott,4062,Chv,9,61,22,109.010,17.602,Hendrick Motorsports,True,False,16,38,green
Erik Jones,4059,Tyt,43,443,13,109.004,17.603,Legacy Motor Club,False,False,27,20,green
Chris Buescher,3989,Frd,17,247,7,109.004,17.603,RFK Racing,False,False,21,11,restart
Cody Ware,4125,Frd,51,179,36,109.004,17.603,Rick Ware Racing,False,False,34,29,green
Ricky Stenhouse Jr.,3888,Chv,47,226,7,109.004,17.603,HYAK Motorsports,False,False,11,22,green
Austin Cindric,4180,Frd,2,113,11,109.004,17.603,Team Penske,True,False,3,30,green
Ross Chastain,4001,Chv,1,208,26,109.004,17.603,Trackhouse Racing,True,False,13,19,green
Ty Dillon,4013,Chv,10,228,33,108.998,17.604,Kaulig Racing,False,False,37,27,green
Michael McDowell,3832,Chv,71,233,26,108.998,17.604,Spire Motorsports,False,False,25,17,green
Michael McDowell,3832,Chv,71,447,13,108.998,17.604,Spire Motorsports,False,False,25,17,green
Shane Van Gisbergen,4469,Chv,88,428,28,108.998,17.604,Trackhouse Racing,True,False,28,26,pitting in
Alex Bowman,4045,Chv,48,193,5,108.998,17.604,Hendrick Motorsports,True,False,15,8,green
Ryan Preece,4070,Frd,60,137,24,108.998,17.604,RFK Racing,False,False,20,21,caution
Michael McDowell,3832,Chv,71,164,26,108.998,17.604,Spire Motorsports,False,False,25,17,green
Shane Van Gisbergen,4469,Chv,88,230,31,108.998,17.604,Trackhouse Racing,True,False,28,26,green
Kyle Larson,4030,Chv,5,228,24,108.992,17.605,Hendrick Motorsports,True,False,5,32,green
Kyle Larson,4030,Chv,5,370,34,108.992,17.605,Hendrick Motorsports,True,False,5,32,caution
Tyler Reddick,4065,Tyt,45,46,31,108.992,17.605,23XI Racing,True,False,14,15,green
Kyle Busch,454,Chv,8,179,26,108.992,17.605,Richard Childress Racing,False,False,32,16,green
Brad Keselowski,1816,Frd,6,481,1,108.992,17.605,RFK Racing,False,False,18,2,green
Austin Dillon,3873,Chv,3,46,36,108.992,17.605,Richard Childress Racing,True,False,23,28,green
Zane Smith,4272,Frd,38,35,30,108.992,17.605,Front Row Motorsports,False,False,24,3,green
Michael McDowell,3832,Chv,71,401,23,108.992,17.605,Spire Motorsports,False,False,25,17,green
Austin Hill,4133,Chv,33,202,35,108.992,17.605,Richard Childress Racing,False,True,33,25,green
Austin Dillon,3873,Chv,3,190,27,108.986,17.606,Richard Childress Racing,True,False,23,28,green
Austin Cindric,4180,Frd,2,69,5,108.986,17.606,Team Penske,True,False,3,30,green
Bubba Wallace,4025,Tyt,23,301,3,108.986,17.606,23XI Racing,True,False,8,34,restart
Alex Bowman,4045,Chv,48,233,3,108.986,17.606,Hendrick Motorsports,True,False,15,8,green
Chase Elliott,4062,Chv,9,94,23,108.986,17.606,Hendrick Motorsports,True,False,16,38,caution
Chase Elliott,4062,Chv,9,66,21,108.979,17.607,Hendrick Motorsports,True,False,16,38,green
Brad Keselowski,1816,Frd,6,190,10,108.979,17.607,RFK Racing,False,False,18,2,green
Bubba Wallace,4025,Tyt,23,67,8,108.979,17.607,23XI Racing,True,False,8,34,green
John Hunter Nemechek,4092,Tyt,42,277,6,108.979,17.607,Legacy Motor Club,False,False,19,14,restart
Austin Dillon,3873,Chv,3,202,33,108.979,17.607,Richard Childress Racing,True,False,23,28,green
Zane Smith,4272,Frd,38,178,10,108.979,17.607,Front Row Motorsports,False,False,24,3,green
