driver_name,driver_id,manufacturer,car_number,lap_number,running_position,lap_speed,lap_time,team,playoffs,points_ineligible,starting_position,finish_position,statuses
AJ Allmendinger,3774,Chv,16,3,1,123.403,15.549,Kaulig Racing,False,False,1,36,green
AJ Allmendinger,3774,Chv,16,4,1,122.874,15.616,Kaulig Racing,False,False,1,36,green
Ty Gibbs,4368,Tyt,54,4,2,122.584,15.653,Joe Gibbs Racing,False,False,4,10,green
AJ Allmendinger,3774,Chv,16,5,1,122.505,15.663,Kaulig Racing,False,False,1,36,green
Carson Hocevar,4326,Chv,77,477,8,122.341,15.684,Spire Motorsports,False,False,12,7,green
Bubba Wallace,4025,Tyt,23,5,5,122.326,15.686,23XI Racing,True,False,8,34,green
Bubba Wallace,4025,Tyt,23,6,5,122.279,15.692,23XI Racing,True,False,8,34,green
Ryan Blaney,4023,Frd,12,5,3,122.046,15.722,Team Penske,True,False,2,4,green
Ryan Blaney,4023,Frd,12,4,3,121.829,15.750,Team Penske,True,False,2,4,green
Ty Gibbs,4368,Tyt,54,3,2,121.782,15.756,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,5,4,121.759,15.759,Team Penske,True,False,3,30,green
AJ Allmendinger,3774,Chv,16,2,1,121.713,15.765,Kaulig Racing,False,False,1,36,green
Ty Gibbs,4368,Tyt,54,5,2,121.689,15.768,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,4,4,121.659,15.772,Team Penske,True,False,3,30,green
Ryan Blaney,4023,Frd,12,2,3,121.659,15.772,Team Penske,True,False,2,4,green
Bubba Wallace,4025,Tyt,23,7,5,121.574,15.783,23XI Racing,True,False,8,34,green
Ty Gibbs,4368,Tyt,54,2,2,121.412,15.804,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,6,4,121.397,15.806,Team Penske,True,False,3,30,green
Ryan Blaney,4023,Frd,12,6,3,121.267,15.823,Team Penske,True,False,2,4,green
Austin Cindric,4180,Frd,2,3,4,121.198,15.832,Team Penske,True,False,3,30,green
Ryan Blaney,4023,Frd,12,3,3,121.113,15.843,Team Penske,True,False,2,4,green
Ty Gibbs,4368,Tyt,54,7,2,121.022,15.855,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,2,4,120.915,15.869,Team Penske,True,False,3,30,green
Ty Gibbs,4368,Tyt,54,6,2,120.831,15.880,Joe Gibbs Racing,False,False,4,10,green
AJ Allmendinger,3774,Chv,16,6,1,120.808,15.883,Kaulig Racing,False,False,1,36,green
Ryan Blaney,4023,Frd,12,8,3,120.770,15.888,Team Penske,True,False,2,4,green
Bubba Wallace,4025,Tyt,23,4,5,120.687,15.899,23XI Racing,True,False,8,34,green
AJ Allmendinger,3774,Chv,16,7,1,120.664,15.902,Kaulig Racing,False,False,1,36,green
Austin Cindric,4180,Frd,2,7,4,120.634,15.906,Team Penske,True,False,3,30,green
Austin Cindric,4180,Frd,2,8,4,120.603,15.910,Team Penske,True,False,3,30,green
Ryan Blaney,4023,Frd,12,7,3,120.407,15.936,Team Penske,True,False,2,4,green
Denny Hamlin,1361,Tyt,11,2,5,120.399,15.937,Joe Gibbs Racing,True,False,6,31,green
Bubba Wallace,4025,Tyt,23,2,6,120.392,15.938,23XI Racing,True,False,8,34,green
Ryan Blaney,4023,Frd,12,10,3,120.308,15.949,Team Penske,True,False,2,4,green
Ryan Blaney,4023,Frd,12,9,3,120.293,15.951,Team Penske,True,False,2,4,green
Ty Gibbs,4368,Tyt,54,10,2,120.278,15.953,Joe Gibbs Racing,False,False,4,10,green
Ty Gibbs,4368,Tyt,54,9,2,120.218,15.961,Joe Gibbs Racing,False,False,4,10,green
Kyle Larson,4030,Chv,5,2,7,120.188,15.965,Hendrick Motorsports,True,False,5,32,green
Bubba Wallace,4025,Tyt,23,9,5,120.165,15.968,23XI Racing,True,False,8,34,green
Josh Berry,4123,Frd,21,8,8,120.165,15.968,Wood Brothers Racing,True,False,10,39,green
Kyle Larson,4030,Chv,5,8,6,120.143,15.971,Hendrick Motorsports,True,False,5,32,green
AJ Allmendinger,3774,Chv,16,9,1,120.135,15.972,Kaulig Racing,False,False,1,36,green
Bubba Wallace,4025,Tyt,23,8,5,120.113,15.975,23XI Racing,True,False,8,34,green
Ty Gibbs,4368,Tyt,54,8,2,120.098,15.977,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,10,4,120.053,15.983,Team Penske,True,False,3,30,green
Carson Hocevar,4326,Chv,77,8,9,120.030,15.986,Spire Motorsports,False,False,12,7,green
AJ Allmendinger,3774,Chv,16,8,1,120.030,15.986,Kaulig Racing,False,False,1,36,green
William Byron,4184,Chv,24,8,7,119.985,15.992,Hendrick Motorsports,True,False,7,12,green
Bubba Wallace,4025,Tyt,23,10,5,119.918,16.001,23XI Racing,True,False,8,34,green
Austin Cindric,4180,Frd,2,9,4,119.895,16.004,Team Penske,True,False,3,30,green
Bubba Wallace,4025,Tyt,23,13,5,119.873,16.007,23XI Racing,True,False,8,34,green
William Byron,4184,Chv,24,3,8,119.850,16.010,Hendrick Motorsports,True,False,7,12,green
William Byron,4184,Chv,24,2,8,119.835,16.012,Hendrick Motorsports,True,False,7,12,green
Kyle Larson,4030,Chv,5,18,6,119.835,16.012,Hendrick Motorsports,True,False,5,32,green
Ryan Blaney,4023,Frd,12,12,3,119.820,16.014,Team Penske,True,False,2,4,green
William Byron,4184,Chv,24,19,7,119.798,16.017,Hendrick Motorsports,True,False,7,12,green
Ty Gibbs,4368,Tyt,54,14,2,119.790,16.018,Joe Gibbs Racing,False,False,4,10,green
William Byron,4184,Chv,24,18,7,119.730,16.026,Hendrick Motorsports,True,False,7,12,green
Kyle Larson,4030,Chv,5,6,6,119.715,16.028,Hendrick Motorsports,True,False,5,32,green
Kyle Larson,4030,Chv,5,7,6,119.678,16.033,Hendrick Motorsports,True,False,5,32,green
Bubba Wallace,4025,Tyt,23,12,5,119.663,16.035,23XI Racing,True,False,8,34,green
Austin Cindric,4180,Frd,2,11,4,119.633,16.039,Team Penske,True,False,3,30,green
Ty Gibbs,4368,Tyt,54,12,2,119.626,16.040,Joe Gibbs Racing,False,False,4,10,green
AJ Allmendinger,3774,Chv,16,12,1,119.566,16.048,Kaulig Racing,False,False,1,36,green
Ricky Stenhouse Jr.,3888,Chv,47,18,10,119.544,16.051,HYAK Motorsports,False,False,11,22,green
Ryan Blaney,4023,Frd,12,11,3,119.537,16.052,Team Penske,True,False,2,4,green
Austin Cindric,4180,Frd,2,13,4,119.537,16.052,Team Penske,True,False,3,30,green
Chase Briscoe,4228,Tyt,19,486,11,119.522,16.054,Joe Gibbs Racing,True,False,31,9,green
Kyle Larson,4030,Chv,5,3,7,119.522,16.054,Hendrick Motorsports,True,False,5,32,green
Josh Berry,4123,Frd,21,19,8,119.522,16.054,Wood Brothers Racing,True,False,10,39,green
Bubba Wallace,4025,Tyt,23,3,6,119.492,16.058,23XI Racing,True,False,8,34,green
AJ Allmendinger,3774,Chv,16,11,1,119.470,16.061,Kaulig Racing,False,False,1,36,green
William Byron,4184,Chv,24,11,7,119.455,16.063,Hendrick Motorsports,True,False,7,12,green
William Byron,4184,Chv,24,7,7,119.425,16.067,Hendrick Motorsports,True,False,7,12,green
Ty Gibbs,4368,Tyt,54,11,2,119.395,16.071,Joe Gibbs Racing,False,False,4,10,green
Ross Chastain,4001,Chv,1,3,13,119.358,16.076,Trackhouse Racing,True,False,13,19,green
Ty Gibbs,4368,Tyt,54,25,1,119.351,16.077,Joe Gibbs Racing,False,False,4,10,green
Carson Hocevar,4326,Chv,77,2,10,119.314,16.082,Spire Motorsports,False,False,12,7,green
Carson Hocevar,4326,Chv,77,441,8,119.306,16.083,Spire Motorsports,False,False,12,7,green
Austin Cindric,4180,Frd,2,12,4,119.299,16.084,Team Penske,True,False,3,30,green
Austin Cindric,4180,Frd,2,15,4,119.262,16.089,Team Penske,True,False,3,30,green
AJ Allmendinger,3774,Chv,16,10,1,119.262,16.089,Kaulig Racing,False,False,1,36,green
Kyle Larson,4030,Chv,5,19,6,119.254,16.090,Hendrick Motorsports,True,False,5,32,green
Ricky Stenhouse Jr.,3888,Chv,47,21,10,119.247,16.091,HYAK Motorsports,False,False,11,22,green
Ross Chastain,4001,Chv,1,5,12,119.247,16.091,Trackhouse Racing,True,False,13,19,green
Carson Hocevar,4326,Chv,77,16,9,119.217,16.095,Spire Motorsports,False,False,12,7,green
Kyle Larson,4030,Chv,5,15,6,119.217,16.095,Hendrick Motorsports,True,False,5,32,green
Ricky Stenhouse Jr.,3888,Chv,47,3,12,119.210,16.096,HYAK Motorsports,False,False,11,22,green
Ricky Stenhouse Jr.,3888,Chv,47,17,10,119.202,16.097,HYAK Motorsports,False,False,11,22,green
Josh Berry,4123,Frd,21,3,9,119.165,16.102,Wood Brothers Racing,True,False,10,39,green
Ryan Blaney,4023,Frd,12,15,3,119.158,16.103,Team Penske,True,False,2,4,green
Ryan Blaney,4023,Frd,12,13,3,119.158,16.103,Team Penske,True,False,2,4,green
AJ Allmendinger,3774,Chv,16,13,1,119.158,16.103,Kaulig Racing,False,False,1,36,green
Kyle Larson,4030,Chv,5,23,6,119.128,16.107,Hendrick Motorsports,True,False,5,32,green
Bubba Wallace,4025,Tyt,23,16,5,119.106,16.110,23XI Racing,True,False,8,34,green
Christopher Bell,4153,Tyt,20,18,12,119.106,16.110,Joe Gibbs Racing,True,False,9,1,green
Ricky Stenhouse Jr.,3888,Chv,47,19,10,119.091,16.112,HYAK Motorsports,False,False,11,22,green
Josh Berry,4123,Frd,21,18,8,119.091,16.112,Wood Brothers Racing,True,False,10,39,green
William Byron,4184,Chv,24,20,7,119.084,16.113,Hendrick Motorsports,True,False,7,12,green
Chad Finchum,4232,Frd,66,2,39,119.054,16.117,Garage 66,False,False,39,35,green
Bubba Wallace,4025,Tyt,23,14,5,119.054,16.117,23XI Racing,True,False,8,34,green
Josh Berry,4123,Frd,21,9,8,119.025,16.121,Wood Brothers Racing,True,False,10,39,green
Josh Berry,4123,Frd,21,7,8,119.017,16.122,Wood Brothers Racing,True,False,10,39,green
Kyle Larson,4030,Chv,5,14,6,118.988,16.126,Hendrick Motorsports,True,False,5,32,green
Kyle Larson,4030,Chv,5,17,6,118.981,16.127,Hendrick Motorsports,True,False,5,32,green
Ross Chastain,4001,Chv,1,18,11,118.966,16.129,Trackhouse Racing,True,False,13,19,green
Christopher Bell,4153,Tyt,20,3,11,118.958,16.130,Joe Gibbs Racing,True,False,9,1,green
Ty Gibbs,4368,Tyt,54,438,26,118.951,16.131,Joe Gibbs Racing,False,False,4,10,green
Bubba Wallace,4025,Tyt,23,17,5,118.951,16.131,23XI Racing,True,False,8,34,green
Austin Cindric,4180,Frd,2,16,4,118.951,16.131,Team Penske,True,False,3,30,green
Carson Hocevar,4326,Chv,77,19,9,118.944,16.132,Spire Motorsports,False,False,12,7,green
Bubba Wallace,4025,Tyt,23,15,5,118.914,16.136,23XI Racing,True,False,8,34,green
Bubba Wallace,4025,Tyt,23,11,5,118.907,16.137,23XI Racing,True,False,8,34,green
Ty Gibbs,4368,Tyt,54,13,2,118.899,16.138,Joe Gibbs Racing,False,False,4,10,green
Ricky Stenhouse Jr.,3888,Chv,47,8,10,118.877,16.141,HYAK Motorsports,False,False,11,22,green
Josh Berry,4123,Frd,21,4,9,118.877,16.141,Wood Brothers Racing,True,False,10,39,green
William Byron,4184,Chv,24,23,7,118.870,16.142,Hendrick Motorsports,True,False,7,12,green
Ty Gibbs,4368,Tyt,54,479,14,118.870,16.142,Joe Gibbs Racing,False,False,4,10,green
AJ Allmendinger,3774,Chv,16,14,1,118.863,16.143,Kaulig Racing,False,False,1,36,green
Ty Gibbs,4368,Tyt,54,16,2,118.863,16.143,Joe Gibbs Racing,False,False,4,10,green
William Byron,4184,Chv,24,15,7,118.855,16.144,Hendrick Motorsports,True,False,7,12,green
William Byron,4184,Chv,24,14,7,118.855,16.144,Hendrick Motorsports,True,False,7,12,green
Christopher Bell,4153,Tyt,20,20,12,118.855,16.144,Joe Gibbs Racing,True,False,9,1,green
Denny Hamlin,1361,Tyt,11,10,13,118.833,16.147,Joe Gibbs Racing,True,False,6,31,green
Kyle Larson,4030,Chv,5,20,6,118.811,16.150,Hendrick Motorsports,True,False,5,32,green
Ty Gibbs,4368,Tyt,54,249,1,118.804,16.151,Joe Gibbs Racing,False,False,4,10,green
Ty Gibbs,4368,Tyt,54,15,2,118.789,16.153,Joe Gibbs Racing,False,False,4,10,green
Tyler Reddick,4065,Tyt,45,2,13,118.789,16.153,23XI Racing,True,False,14,15,green
Josh Berry,4123,Frd,21,21,8,118.782,16.154,Wood Brothers Racing,True,False,10,39,green
William Byron,4184,Chv,24,9,7,118.767,16.156,Hendrick Motorsports,True,False,7,12,green
Carson Hocevar,4326,Chv,77,9,9,118.760,16.157,Spire Motorsports,False,False,12,7,green
Christopher Bell,4153,Tyt,20,9,12,118.760,16.157,Joe Gibbs Racing,True,False,9,1,green
Tyler Reddick,4065,Tyt,45,18,16,118.752,16.158,23XI Racing,True,False,14,15,green
Austin Cindric,4180,Frd,2,17,4,118.752,16.158,Team Penske,True,False,3,30,green
Kyle Larson,4030,Chv,5,11,6,118.752,16.158,Hendrick Motorsports,True,False,5,32,green
Chase Elliott,4062,Chv,9,3,16,118.752,16.158,Hendrick Motorsports,True,False,16,38,green
William Byron,4184,Chv,24,21,7,118.745,16.159,Hendrick Motorsports,True,False,7,12,green
Carson Hocevar,4326,Chv,77,3,10,118.738,16.160,Spire Motorsports,False,False,12,7,green
Ryan Blaney,4023,Frd,12,16,3,118.738,16.160,Team Penske,True,False,2,4,green
Josh Berry,4123,Frd,21,11,8,118.738,16.160,Wood Brothers Racing,True,False,10,39,green
Josh Berry,4123,Frd,21,12,8,118.723,16.162,Wood Brothers Racing,True,False,10,39,green
Ross Chastain,4001,Chv,1,19,11,118.723,16.162,Trackhouse Racing,True,False,13,19,green
Denny Hamlin,1361,Tyt,11,495,31,118.716,16.163,Joe Gibbs Racing,True,False,6,31,pitting in
Josh Berry,4123,Frd,21,2,9,118.708,16.164,Wood Brothers Racing,True,False,10,39,green
Josh Berry,4123,Frd,21,5,9,118.701,16.165,Wood Brothers Racing,True,False,10,39,green
Denny Hamlin,1361,Tyt,11,3,5,118.701,16.165,Joe Gibbs Racing,True,False,6,31,green
William Byron,4184,Chv,24,17,7,118.686,16.167,Hendrick Motorsports,True,False,7,12,green
Ryan Blaney,4023,Frd,12,17,3,118.686,16.167,Team Penske,True,False,2,4,green
Ross Chastain,4001,Chv,1,17,11,118.679,16.168,Trackhouse Racing,True,False,13,19,green
Kyle Larson,4030,Chv,5,4,7,118.679,16.168,Hendrick Motorsports,True,False,5,32,green
Erik Jones,4059,Tyt,43,476,19,118.664,16.170,Legacy Motor Club,False,False,27,20,green
Denny Hamlin,1361,Tyt,11,11,13,118.664,16.170,Joe Gibbs Racing,True,False,6,31,green
Christopher Bell,4153,Tyt,20,19,12,118.657,16.171,Joe Gibbs Racing,True,False,9,1,green
Josh Berry,4123,Frd,21,20,8,118.657,16.171,Wood Brothers Racing,True,False,10,39,green
William Byron,4184,Chv,24,4,8,118.642,16.173,Hendrick Motorsports,True,False,7,12,green
Justin Haley,4172,Chv,7,19,17,118.642,16.173,Spire Motorsports,False,False,17,13,green
Ricky Stenhouse Jr.,3888,Chv,47,23,10,118.642,16.173,HYAK Motorsports,False,False,11,22,green
Bubba Wallace,4025,Tyt,23,22,5,118.642,16.173,23XI Racing,True,False,8,34,green
Carson Hocevar,4326,Chv,77,5,10,118.642,16.173,Spire Motorsports,False,False,12,7,green
Carson Hocevar,4326,Chv,77,21,9,118.642,16.173,Spire Motorsports,False,False,12,7,green
Ross Chastain,4001,Chv,1,9,11,118.642,16.173,Trackhouse Racing,True,False,13,19,green
Ryan Blaney,4023,Frd,12,14,3,118.635,16.174,Team Penske,True,False,2,4,green
Kyle Larson,4030,Chv,5,13,6,118.613,16.177,Hendrick Motorsports,True,False,5,32,green
AJ Allmendinger,3774,Chv,16,18,1,118.584,16.181,Kaulig Racing,False,False,1,36,green
William Byron,4184,Chv,24,12,7,118.584,16.181,Hendrick Motorsports,True,False,7,12,green
Kyle Larson,4030,Chv,5,9,6,118.576,16.182,Hendrick Motorsports,True,False,5,32,green
Austin Cindric,4180,Frd,2,18,4,118.576,16.182,Team Penske,True,False,3,30,green
Carson Hocevar,4326,Chv,77,22,9,118.576,16.182,Spire Motorsports,False,False,12,7,green
Alex Bowman,4045,Chv,48,2,15,118.569,16.183,Hendrick Motorsports,True,False,15,8,green
AJ Allmendinger,3774,Chv,16,1,1,118.569,16.183,Kaulig Racing,False,False,1,36,start
Josh Berry,4123,Frd,21,16,8,118.569,16.183,Wood Brothers Racing,True,False,10,39,green
Josh Berry,4123,Frd,21,10,8,118.562,16.184,Wood Brothers Racing,True,False,10,39,green
Kyle Larson,4030,Chv,5,12,6,118.562,16.184,Hendrick Motorsports,True,False,5,32,green
William Byron,4184,Chv,24,10,7,118.562,16.184,Hendrick Motorsports,True,False,7,12,green
Ricky Stenhouse Jr.,3888,Chv,47,9,10,118.554,16.185,HYAK Motorsports,False,False,11,22,green
Justin Haley,4172,Chv,7,20,17,118.554,16.185,Spire Motorsports,False,False,17,13,green
Tyler Reddick,4065,Tyt,45,479,18,118.547,16.186,23XI Racing,True,False,14,15,green
Ricky Stenhouse Jr.,3888,Chv,47,12,10,118.540,16.187,HYAK Motorsports,False,False,11,22,green
Austin Cindric,4180,Frd,2,14,4,118.525,16.189,Team Penske,True,False,3,30,green
AJ Allmendinger,3774,Chv,16,15,1,118.518,16.190,Kaulig Racing,False,False,1,36,green
Ricky Stenhouse Jr.,3888,Chv,47,22,10,118.518,16.190,HYAK Motorsports,False,False,11,22,green
Kyle Larson,4030,Chv,5,5,6,118.518,16.190,Hendrick Motorsports,True,False,5,32,green
Ross Chastain,4001,Chv,1,21,11,118.510,16.191,Trackhouse Racing,True,False,13,19,green
Ryan Blaney,4023,Frd,12,249,2,118.510,16.191,Team Penske,True,False,2,4,green
Josh Berry,4123,Frd,21,17,8,118.510,16.191,Wood Brothers Racing,True,False,10,39,green
Ty Gibbs,4368,Tyt,54,18,2,118.503,16.192,Joe Gibbs Racing,False,False,4,10,green
Kyle Larson,4030,Chv,5,16,6,118.496,16.193,Hendrick Motorsports,True,False,5,32,green
Kyle Larson,4030,Chv,5,21,6,118.488,16.194,Hendrick Motorsports,True,False,5,32,green
Justin Haley,4172,Chv,7,22,17,118.488,16.194,Spire Motorsports,False,False,17,13,green
Carson Hocevar,4326,Chv,77,12,9,118.481,16.195,Spire Motorsports,False,False,12,7,green
Carson Hocevar,4326,Chv,77,10,9,118.466,16.197,Spire Motorsports,False,False,12,7,green
Ryan Blaney,4023,Frd,12,248,2,118.466,16.197,Team Penske,True,False,2,4,green
Ricky Stenhouse Jr.,3888,Chv,47,15,10,118.459,16.198,HYAK Motorsports,False,False,11,22,green
Ryan Blaney,4023,Frd,12,18,3,118.459,16.198,Team Penske,True,False,2,4,green
Christopher Bell,4153,Tyt,20,10,12,118.444,16.200,Joe Gibbs Racing,True,False,9,1,green
Justin Haley,4172,Chv,7,21,17,118.444,16.200,Spire Motorsports,False,False,17,13,green
Justin Haley,4172,Chv,7,3,17,118.437,16.201,Spire Motorsports,False,False,17,13,green
Ross Chastain,4001,Chv,1,10,11,118.437,16.201,Trackhouse Racing,True,False,13,19,green
John Hunter Nemechek,4092,Tyt,42,20,18,118.423,16.203,Legacy Motor Club,False,False,19,14,green
Brad Keselowski,1816,Frd,6,20,19,118.423,16.203,RFK Racing,False,False,18,2,green
AJ Allmendinger,3774,Chv,16,16,1,118.415,16.204,Kaulig Racing,False,False,1,36,green
Ty Gibbs,4368,Tyt,54,17,2,118.401,16.206,Joe Gibbs Racing,False,False,4,10,green
Chase Elliott,4062,Chv,9,13,15,118.401,16.206,Hendrick Motorsports,True,False,16,38,green
Chris Buescher,3989,Frd,17,21,20,118.393,16.207,RFK Racing,False,False,21,11,green
Carson Hocevar,4326,Chv,77,18,9,118.393,16.207,Spire Motorsports,False,False,12,7,green
Brad Keselowski,1816,Frd,6,498,2,118.393,16.207,RFK Racing,False,False,18,2,green
John Hunter Nemechek,4092,Tyt,42,24,18,118.386,16.208,Legacy Motor Club,False,False,19,14,green
Carson Hocevar,4326,Chv,77,14,9,118.386,16.208,Spire Motorsports,False,False,12,7,green
Ross Chastain,4001,Chv,1,12,11,118.386,16.208,Trackhouse Racing,True,False,13,19,green
Chase Elliott,4062,Chv,9,19,15,118.386,16.208,Hendrick Motorsports,True,False,16,38,green
Josh Berry,4123,Frd,21,15,8,118.386,16.208,Wood Brothers Racing,True,False,10,39,green
Austin Cindric,4180,Frd,2,22,4,118.379,16.209,Team Penske,True,False,3,30,green
Alex Bowman,4045,Chv,48,13,14,118.364,16.211,Hendrick Motorsports,True,False,15,8,green
Christopher Bell,4153,Tyt,20,17,12,118.364,16.211,Joe Gibbs Racing,True,False,9,1,green
Josh Berry,4123,Frd,21,14,8,118.364,16.211,Wood Brothers Racing,True,False,10,39,green
Ricky Stenhouse Jr.,3888,Chv,47,16,10,118.357,16.212,HYAK Motorsports,False,False,11,22,green
Carson Hocevar,4326,Chv,77,7,9,118.342,16.214,Spire Motorsports,False,False,12,7,green
Carson Hocevar,4326,Chv,77,17,9,118.342,16.214,Spire Motorsports,False,False,12,7,green
Alex Bowman,4045,Chv,48,14,14,118.342,16.214,Hendrick Motorsports,True,False,15,8,green
Bubba Wallace,4025,Tyt,23,19,5,118.335,16.215,23XI Racing,True,False,8,34,green
Ricky Stenhouse Jr.,3888,Chv,47,14,10,118.335,16.215,HYAK Motorsports,False,False,11,22,green
Ryan Blaney,4023,Frd,12,22,3,118.335,16.215,Team Penske,True,False,2,4,green
Christopher Bell,4153,Tyt,20,2,11,118.335,16.215,Joe Gibbs Racing,True,False,9,1,green
Josh Berry,4123,Frd,21,13,8,118.335,16.215,Wood Brothers Racing,True,False,10,39,green
Ricky Stenhouse Jr.,3888,Chv,47,10,10,118.328,16.216,HYAK Motorsports,False,False,11,22,green
Alex Bowman,4045,Chv,48,3,14,118.328,16.216,Hendrick Motorsports,True,False,15,8,green
Ricky Stenhouse Jr.,3888,Chv,47,5,11,118.320,16.217,HYAK Motorsports,False,False,11,22,green
Denny Hamlin,1361,Tyt,11,21,13,118.306,16.219,Joe Gibbs Racing,True,False,6,31,green
John Hunter Nemechek,4092,Tyt,42,3,19,118.298,16.220,Legacy Motor Club,False,False,19,14,green
Christopher Bell,4153,Tyt,20,11,12,118.298,16.220,Joe Gibbs Racing,True,False,9,1,green
Tyler Reddick,4065,Tyt,45,19,16,118.284,16.222,23XI Racing,True,False,14,15,green
William Byron,4184,Chv,24,16,7,118.269,16.224,Hendrick Motorsports,True,False,7,12,green
Ross Chastain,4001,Chv,1,16,11,118.269,16.224,Trackhouse Racing,True,False,13,19,green
Chase Elliott,4062,Chv,9,24,15,118.269,16.224,Hendrick Motorsports,True,False,16,38,green
Alex Bowman,4045,Chv,48,474,16,118.262,16.225,Hendrick Motorsports,True,False,15,8,green
Ricky Stenhouse Jr.,3888,Chv,47,4,11,118.262,16.225,HYAK Motorsports,False,False,11,22,green
Carson Hocevar,4326,Chv,77,479,7,118.255,16.226,Spire Motorsports,False,False,12,7,green
Alex Bowman,4045,Chv,48,11,14,118.247,16.227,Hendrick Motorsports,True,False,15,8,green
Shane Van Gisbergen,4469,Chv,88,476,28,118.247,16.227,Trackhouse Racing,True,False,28,26,green
Ricky Stenhouse Jr.,3888,Chv,47,2,12,118.240,16.228,HYAK Motorsports,False,False,11,22,green
William Byron,4184,Chv,24,13,7,118.226,16.230,Hendrick Motorsports,True,False,7,12,green
Chris Buescher,3989,Frd,17,3,21,118.226,16.230,RFK Racing,False,False,21,11,green
Denny Hamlin,1361,Tyt,11,19,13,118.218,16.231,Joe Gibbs Racing,True,False,6,31,green
Chase Elliott,4062,Chv,9,18,15,118.218,16.231,Hendrick Motorsports,True,False,16,38,green
Chase Elliott,4062,Chv,9,14,15,118.218,16.231,Hendrick Motorsports,True,False,16,38,green
Carson Hocevar,4326,Chv,77,20,9,118.211,16.232,Spire Motorsports,False,False,12,7,green
William Byron,4184,Chv,24,24,7,118.211,16.232,Hendrick Motorsports,True,False,7,12,green
Brad Keselowski,1816,Frd,6,23,19,118.211,16.232,RFK Racing,False,False,18,2,green
Ross Chastain,4001,Chv,1,2,14,118.211,16.232,Trackhouse Racing,True,False,13,19,green
Ross Chastain,4001,Chv,1,14,11,118.204,16.233,Trackhouse Racing,True,False,13,19,green
Denny Hamlin,1361,Tyt,11,20,13,118.204,16.233,Joe Gibbs Racing,True,False,6,31,green
Ryan Blaney,4023,Frd,12,21,3,118.204,16.233,Team Penske,True,False,2,4,green
AJ Allmendinger,3774,Chv,16,17,1,118.196,16.234,Kaulig Racing,False,False,1,36,green
Denny Hamlin,1361,Tyt,11,13,13,118.196,16.234,Joe Gibbs Racing,True,False,6,31,green
Chase Elliott,4062,Chv,9,16,15,118.196,16.234,Hendrick Motorsports,True,False,16,38,green
William Byron,4184,Chv,24,5,8,118.189,16.235,Hendrick Motorsports,True,False,7,12,green
Christopher Bell,4153,Tyt,20,12,12,118.189,16.235,Joe Gibbs Racing,True,False,9,1,green
Ricky Stenhouse Jr.,3888,Chv,47,13,10,118.189,16.235,HYAK Motorsports,False,False,11,22,green
Christopher Bell,4153,Tyt,20,13,12,118.175,16.237,Joe Gibbs Racing,True,False,9,1,green
Christopher Bell,4153,Tyt,20,16,12,118.167,16.238,Joe Gibbs Racing,True,False,9,1,green
Denny Hamlin,1361,Tyt,11,14,13,118.167,16.238,Joe Gibbs Racing,True,False,6,31,green
Carson Hocevar,4326,Chv,77,13,9,118.167,16.238,Spire Motorsports,False,False,12,7,green
Noah Gragson,4224,Frd,4,441,28,118.160,16.239,Front Row Motorsports,False,False,30,23,green
Josh Berry,4123,Frd,21,22,8,118.160,16.239,Wood Brothers Racing,True,False,10,39,green
Carson Hocevar,4326,Chv,77,248,5,118.153,16.240,Spire Motorsports,False,False,12,7,green
Ty Gibbs,4368,Tyt,54,21,2,118.153,16.240,Joe Gibbs Racing,False,False,4,10,green
Alex Bowman,4045,Chv,48,22,14,118.153,16.240,Hendrick Motorsports,True,False,15,8,green
Tyler Reddick,4065,Tyt,45,15,16,118.145,16.241,23XI Racing,True,False,14,15,green
Alex Bowman,4045,Chv,48,16,14,118.138,16.242,Hendrick Motorsports,True,False,15,8,green
Austin Cindric,4180,Frd,2,23,4,118.124,16.244,Team Penske,True,False,3,30,green
Tyler Reddick,4065,Tyt,45,12,16,118.116,16.245,23XI Racing,True,False,14,15,green
Tyler Reddick,4065,Tyt,45,7,16,118.116,16.245,23XI Racing,True,False,14,15,green
Ross Chastain,4001,Chv,1,20,11,118.116,16.245,Trackhouse Racing,True,False,13,19,green
Kyle Larson,4030,Chv,5,22,6,118.109,16.246,Hendrick Motorsports,True,False,5,32,green
Christopher Bell,4153,Tyt,20,14,12,118.109,16.246,Joe Gibbs Racing,True,False,9,1,green
Justin Haley,4172,Chv,7,18,17,118.109,16.246,Spire Motorsports,False,False,17,13,green
Ross Chastain,4001,Chv,1,11,11,118.109,16.246,Trackhouse Racing,True,False,13,19,green
Tyler Reddick,4065,Tyt,45,13,16,118.102,16.247,23XI Racing,True,False,14,15,green
AJ Allmendinger,3774,Chv,16,21,1,118.095,16.248,Kaulig Racing,False,False,1,36,green
Denny Hamlin,1361,Tyt,11,22,13,118.087,16.249,Joe Gibbs Racing,True,False,6,31,green
Chase Elliott,4062,Chv,9,12,15,118.087,16.249,Hendrick Motorsports,True,False,16,38,green
