vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
45,Tyler Reddick,Tyt,160,159,4,4,11178.937,-1.0,-1.0,11177.937,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,31,31,0,5570
88,Shane Van Gisbergen #,Chv,160,159,4,4,11180.929,-1.0,-1.0,11179.929,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,32,32,0,5570
10,Ty Dillon,Chv,160,140,4,4,11189.677,-1.0,-1.0,11188.677,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,33,33,0,5570
22,Joey Logano,Frd,0,0,8,8,0.0,0.0,53.982,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
21,Josh Berry,Frd,0,0,8,8,0.0,0.0,53.683,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
12,Ryan Blaney,Frd,0,0,8,8,0.0,0.0,53.983,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
2,Austin Cindric,Frd,0,0,8,8,0.0,0.0,53.849,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
60,Ryan Preece,Frd,0,0,8,8,0.0,0.0,53.781,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
6,Brad Keselowski,Frd,0,0,8,8,0.0,0.0,53.646,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
41,Cole Custer,Frd,0,0,8,8,0.0,0.0,53.65,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
38,Zane Smith,Frd,0,0,8,8,0.0,0.0,53.969,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
48,Alex Bowman,Chv,0,0,8,8,0.0,0.0,53.792,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
19,Chase Briscoe,Tyt,0,0,8,8,0.0,0.0,54.088,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
5,Kyle Larson,Chv,0,0,8,8,0.0,0.0,53.924,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
3,Austin Dillon,Chv,0,0,8,8,0.0,0.0,53.889,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
17,Chris Buescher,Frd,0,0,8,8,0.0,0.0,53.985,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
10,Ty Dillon,Chv,0,0,8,8,0.0,0.0,54.138,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
9,Chase Elliott,Chv,0,0,8,8,0.0,0.0,53.748,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
54,Ty Gibbs,Tyt,0,0,8,8,0.0,0.0,53.993,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
34,Todd Gilliland,Frd,0,0,8,8,0.0,0.0,53.799,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
24,William Byron,Chv,0,0,8,8,0.0,0.0,53.929,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
42,John Hunter Nemechek,Tyt,0,0,8,8,0.0,0.0,53.842,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
35,Riley Herbst #,Tyt,0,0,8,8,0.0,0.0,53.966,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
16,AJ Allmendinger,Chv,0,0,8,8,0.0,0.0,53.935,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
7,Justin Haley,Chv,0,0,8,8,0.0,0.0,54.008,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
45,Tyler Reddick,Tyt,0,0,8,8,0.0,0.0,53.628,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
23,Bubba Wallace,Tyt,0,0,8,8,0.0,0.0,53.646,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
01,* Corey LaJoie(i),Frd,0,0,8,8,0.0,0.0,53.897,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
43,Erik Jones,Tyt,0,0,8,8,0.0,0.0,54.07,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
4,Noah Gragson,Frd,0,0,8,8,0.0,0.0,53.865,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
20,Christopher Bell,Tyt,0,0,8,8,0.0,0.0,53.836,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
8,Kyle Busch,Chv,0,0,8,8,0.0,0.0,53.744,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
77,Carson Hocevar,Chv,0,0,8,8,0.0,0.0,53.543,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
99,Daniel Suarez,Chv,0,0,8,8,0.0,0.0,53.552,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
71,Michael McDowell,Chv,0,0,8,8,0.0,0.0,54.284,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
11,Denny Hamlin,Tyt,0,0,8,8,0.0,0.0,53.973,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
1,Ross Chastain,Chv,0,0,8,8,0.0,0.0,53.73,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
88,Shane Van Gisbergen #,Chv,0,0,8,8,0.0,0.0,53.902,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
87,* Connor Zilisch(i),Chv,0,0,8,8,0.0,0.0,54.14,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
47,Ricky Stenhouse Jr.,Chv,0,0,8,8,0.0,0.0,53.771,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
78,* BJ McLeod(i),Chv,0,0,8,8,0.0,0.0,54.464,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
51,Cody Ware,Frd,0,0,8,8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
66,* David Starr(i),Frd,0,0,8,8,0.0,0.0,53.964,-1.0,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
60,Ryan Preece,Frd,45,45,2,2,2270.127,2335.514,65.387,2315.326,2323.086,7.76,45.199,12.428,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,1,13,-12,5576
20,Christopher Bell,Tyt,45,45,2,2,2270.388,2337.269,66.881,2318.546,2326.966,8.42,48.158,10.303,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,2,15,-13,5576
12,Ryan Blaney,Frd,45,45,2,2,2270.753,2339.943,69.19,2312.006,2322.886,10.88,41.253,17.057,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,18,-15,5576
9,Chase Elliott,Chv,45,45,2,2,2271.024,2339.108,68.084,2323.466,2334.066,10.6,52.442,5.042,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,17,-13,5576
48,Alex Bowman,Chv,45,45,2,2,2271.37,2340.384,69.014,2308.806,2319.626,10.82,37.436,20.758,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,20,-15,5576
54,Ty Gibbs,Tyt,45,45,2,2,2271.97,2340.003,68.033,2317.426,2327.246,9.82,45.456,12.757,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,19,-13,5576
42,John Hunter Nemechek,Tyt,45,45,2,2,2272.516,2340.718,68.202,2324.926,2335.146,10.22,52.41,5.572,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,21,-14,5576
16,AJ Allmendinger,Chv,45,45,2,2,2272.992,2341.412,68.42,2324.126,2334.506,10.38,51.134,6.906,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,22,-14,5576
10,Ty Dillon,Chv,45,45,2,2,2273.422,2336.942,63.52,2323.286,2328.846,5.56,49.864,8.096,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,9,14,-5,5576
38,Zane Smith,Frd,45,45,2,2,2273.69,2364.563,90.873,2315.426,2347.986,32.56,41.736,16.577,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,10,35,-25,5576
34,Todd Gilliland,Frd,45,45,2,2,2274.045,2377.811,103.766,2326.406,2371.666,45.26,52.361,6.145,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,38,-27,5576
17,Chris Buescher,Frd,45,45,2,2,2274.425,2344.613,70.188,2315.246,2327.526,12.28,40.821,17.087,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,24,-12,5576
23,Bubba Wallace,Tyt,45,45,2,2,2274.677,2337.313,62.636,2318.546,2322.986,4.44,43.869,14.327,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,13,16,-3,5576
99,Daniel Suarez,Chv,45,45,2,2,2274.993,2344.259,69.266,2327.706,2338.606,10.9,52.713,5.653,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,23,-9,5576
88,Shane Van Gisbergen #,Chv,45,45,2,2,2275.422,2345.352,69.93,2324.846,2336.826,11.98,49.424,8.526,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,25,-10,5576
1,Ross Chastain,Chv,45,45,2,2,2275.766,2347.243,71.477,2324.206,2337.886,13.68,48.44,9.357,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,28,-12,5576
8,Kyle Busch,Chv,45,45,2,2,2276.107,2330.589,54.482,2275.107,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,17,12,5,5576
45,Tyler Reddick,Tyt,45,45,2,2,2276.373,2346.011,69.638,2325.726,2336.926,11.2,49.353,9.085,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,27,-9,5576
43,Erik Jones,Tyt,45,45,2,2,2276.799,2389.877,113.078,2315.286,2369.826,54.54,38.487,20.051,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,39,-20,5576
35,Riley Herbst #,Tyt,45,45,2,2,2277.462,2345.405,67.943,2316.806,2326.906,10.1,39.344,18.499,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,26,-6,5576
4,Noah Gragson,Frd,45,45,2,2,2277.678,2352.022,74.344,2320.606,2336.566,15.96,42.928,15.456,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,31,-10,5576
01,* Corey LaJoie(i),Frd,45,45,2,2,2278.313,2350.519,72.206,2322.266,2335.726,13.46,43.953,14.793,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,30,-8,5576
11,Denny Hamlin,Tyt,45,45,2,2,2279.801,2353.556,73.755,2321.966,2336.886,14.92,42.165,16.67,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,32,-9,5576
41,Cole Custer,Frd,45,45,2,2,2280.449,2362.538,82.089,2331.346,2355.266,23.92,50.897,7.272,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,34,-10,5576
7,Justin Haley,Chv,45,45,2,2,2281.74,2374.315,92.575,2329.866,2363.366,33.5,48.126,10.949,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,36,-11,5576
87,* Connor Zilisch(i),Chv,45,45,2,2,2282.119,2360.466,78.347,2320.086,2339.866,19.78,37.967,20.6,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,33,-7,5576
51,Cody Ware,Frd,45,45,2,2,2282.974,2348.311,65.337,2324.046,2330.566,6.52,41.072,17.745,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,27,29,-2,5576
19,Chase Briscoe,Tyt,45,45,2,2,2283.578,2377.806,94.228,2338.046,2373.666,35.62,54.468,4.14,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,37,-8,5576
78,* BJ McLeod(i),Chv,46,46,2,2,2375.034,2475.393,100.359,2415.586,2455.646,40.06,40.552,19.747,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,39,-38,5576
66,* David Starr(i),Frd,46,45,2,1,2375.736,2512.905,137.169,2433.186,2507.566,74.38,57.45,5.339,OTHER,False,False,False,False,0,0,40,40,0,5576
8,Kyle Busch,Chv,57,56,2,2,2797.145,2797.145,0.0,2796.145,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
35,Riley Herbst #,Tyt,57,56,2,2,2797.921,2797.921,0.0,2796.921,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
48,Alex Bowman,Chv,57,56,2,2,2798.998,2798.998,0.0,2797.998,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,0,0,0,5576
3,Austin Dillon,Chv,59,59,2,2,2995.895,3128.287,132.392,3041.786,3115.606,73.82,45.891,12.681,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,37,-26,5576
16,AJ Allmendinger,Chv,60,60,2,2,3087.842,3232.649,144.807,3146.086,3224.626,78.54,58.244,8.023,OTHER,False,False,False,False,0,0,1,37,-36,5576
3,Austin Dillon,Chv,61,61,2,2,3221.027,3367.546,146.519,3267.246,3355.586,88.34,46.219,11.96,OTHER,False,False,False,False,0,0,8,37,-29,5576
23,Bubba Wallace,Tyt,62,62,2,2,3322.32,3488.091,165.771,3369.026,3473.846,104.82,46.706,14.245,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,37,-36,5576
16,AJ Allmendinger,Chv,62,62,2,2,3338.461,3438.313,99.852,3394.666,3430.586,35.92,56.205,7.727,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,36,-31,5576
2,Austin Cindric,Frd,63,63,2,2,3436.262,3507.138,70.876,3483.406,3496.246,12.84,47.144,10.892,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,20,-19,5576
6,Brad Keselowski,Frd,63,63,2,2,3436.58,3506.591,70.011,3483.186,3495.166,11.98,46.606,11.425,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,19,-17,5576
22,Joey Logano,Frd,63,63,2,2,3436.843,3506.174,69.331,3490.806,3502.406,11.6,53.963,3.768,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,18,-15,5576
24,William Byron,Chv,63,63,2,2,3437.21,-1.0,-1.0,3436.21,-1.0,-1.0,-1.0,-1.0,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,21,-17,5576
77,Carson Hocevar,Chv,63,63,2,2,3437.633,3507.88,70.247,3481.086,3493.126,12.04,43.453,14.754,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,22,-17,5576
47,Ricky Stenhouse Jr.,Chv,63,63,2,2,3438.052,3509.545,71.493,3482.386,3495.986,13.6,44.334,13.559,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,26,-20,5576
21,Josh Berry,Frd,63,63,2,2,3438.36,3509.419,71.059,3488.426,3501.606,13.18,50.066,7.813,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,25,-18,5576
88,Shane Van Gisbergen #,Chv,63,63,2,2,3438.732,3500.959,62.227,3488.246,3491.926,3.68,49.514,9.033,OTHER,False,False,False,False,0,0,8,12,-4,5576
8,Kyle Busch,Chv,63,63,2,2,3439.062,3509.094,70.032,3483.686,3496.186,12.5,44.624,12.908,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,24,-15,5576
1,Ross Chastain,Chv,63,63,2,2,3439.397,3501.268,61.871,3487.866,3491.946,4.08,48.469,9.322,OTHER,False,False,False,False,0,0,10,13,-3,5576
71,Michael McDowell,Chv,63,63,2,2,3440.351,3509.917,69.566,3482.986,3494.226,11.24,42.635,15.691,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,27,-16,5576
10,Ty Dillon,Chv,63,63,2,2,3440.678,3505.522,64.844,3491.186,3496.946,5.76,50.508,8.576,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,12,17,-5,5576
48,Alex Bowman,Chv,63,63,2,2,3441.094,3508.609,67.515,3478.446,3488.246,9.8,37.352,20.363,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,23,-10,5576
99,Daniel Suarez,Chv,63,63,2,2,3441.481,3502.27,60.789,3493.346,3496.566,3.22,51.865,5.704,OTHER,False,False,False,False,0,0,14,14,0,5576
4,Noah Gragson,Frd,63,63,2,2,3441.907,3502.353,60.446,3483.906,3487.006,3.1,41.999,15.347,OTHER,False,False,False,False,0,0,15,15,0,5576
5,Kyle Larson,Chv,63,63,2,2,3442.12,3511.367,69.247,3482.046,3493.306,11.26,39.926,18.061,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,29,-13,5576
60,Ryan Preece,Frd,63,63,2,2,3442.636,3510.852,68.216,3488.386,3498.486,10.1,45.75,12.366,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,28,-11,5576
35,Riley Herbst #,Tyt,63,63,2,2,3444.227,3505.361,61.134,3483.666,3486.986,3.32,39.439,18.375,OTHER,False,False,False,False,0,0,18,16,2,5576
43,Erik Jones,Tyt,63,63,2,2,3445.323,3571.087,125.764,3484.326,3550.726,66.4,39.003,20.361,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,36,-17,5576
41,Cole Custer,Frd,63,63,2,2,3446.959,3570.385,123.426,3498.146,3562.966,64.82,51.187,7.419,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,35,-15,5576
01,* Corey LaJoie(i),Frd,63,63,2,2,3447.851,3521.213,73.362,3491.846,3506.486,14.64,43.995,14.727,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,30,-9,5576
19,Chase Briscoe,Tyt,63,63,2,2,3448.48,3529.053,80.573,3502.766,3524.846,22.08,54.286,4.207,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,32,-10,5576
51,Cody Ware,Frd,63,63,2,2,3449.735,3530.165,80.43,3491.706,3512.346,20.64,41.971,17.819,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,33,-10,5576
87,* Connor Zilisch(i),Chv,63,63,2,2,3451.02,3523.906,72.886,3493.566,3502.686,9.12,42.546,21.22,OTHER,False,False,False,False,0,0,24,31,-7,5576
3,Austin Dillon,Chv,63,63,2,2,3451.352,3543.27,91.918,3498.386,3531.166,32.78,47.034,12.104,OTHER,False,False,False,False,0,0,25,34,-9,5576
78,* BJ McLeod(i),Chv,64,64,2,2,3543.469,3616.143,72.674,3583.706,3596.186,12.48,40.237,19.957,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,34,-33,5576
66,* David Starr(i),Frd,64,63,2,2,3548.609,3644.285,95.676,3604.886,3638.366,33.48,56.277,5.919,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,38,38,0,5576
23,Bubba Wallace,Tyt,65,64,2,2,3660.141,3782.256,122.115,3704.046,3768.386,64.34,43.905,13.87,OTHER,False,False,False,False,0,0,37,38,-1,5576
10,Ty Dillon,Chv,66,66,2,2,3746.076,3810.526,64.45,3795.686,3801.886,6.2,49.61,8.64,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,1,22,-21,5576
47,Ricky Stenhouse Jr.,Chv,66,66,2,2,3752.422,3824.727,72.305,3796.866,3809.586,12.72,44.444,15.141,OTHER,False,False,False,False,0,0,2,35,-33,5576
4,Noah Gragson,Frd,68,68,1,1,3897.599,-1.0,-1.0,3896.599,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,1,21,-20,5576
42,John Hunter Nemechek,Tyt,69,69,2,2,4047.481,4186.134,138.653,4106.171,4179.771,73.6,58.69,6.363,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,1,18,-17,5576
21,Josh Berry,Frd,69,69,2,2,4057.584,-1.0,-1.0,4118.071,4191.791,73.72,60.487,-1.0,OTHER,False,False,False,False,0,0,2,6,-4,5576
41,Cole Custer,Frd,69,69,2,2,4058.59,4203.246,144.656,4114.391,4195.851,81.46,55.801,7.395,OTHER,False,False,False,False,0,0,3,22,-19,5576
6,Brad Keselowski,Frd,69,69,2,2,4063.511,4205.352,141.841,4110.791,4193.631,82.84,47.28,11.721,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,23,-19,5576
71,Michael McDowell,Chv,69,69,2,2,4064.72,4294.302,229.582,4110.191,4277.931,167.74,45.471,16.371,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,5,28,-23,5576
5,Kyle Larson,Chv,69,69,2,2,4065.274,4186.617,121.343,4107.531,4167.531,60.0,42.257,19.086,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,19,-13,5576
4,Noah Gragson,Frd,69,69,2,2,4066.155,4196.46,130.305,4110.631,4178.851,68.22,44.476,17.609,OTHER,False,False,False,False,0,0,7,20,-13,5576
8,Kyle Busch,Chv,69,69,2,2,4067.04,4211.826,144.786,4113.271,4198.751,85.48,46.231,13.075,OTHER,False,False,False,False,0,0,8,25,-17,5576
60,Ryan Preece,Frd,69,69,2,2,4067.69,4202.093,134.403,4115.811,4188.191,72.38,48.121,13.902,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,21,-12,5576
66,* David Starr(i),Frd,70,69,2,2,4179.336,4246.288,66.952,4178.336,-1.0,-1.0,-1.0,-1.0,OTHER,False,False,False,False,0,0,28,27,1,5576
77,Carson Hocevar,Chv,71,69,2,2,4277.394,4404.721,127.327,4320.871,4389.411,68.54,43.477,15.31,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,30,29,1,5576
42,John Hunter Nemechek,Tyt,71,71,2,2,4278.009,4398.021,120.012,4331.811,4392.331,60.52,53.802,5.69,OTHER,False,False,False,False,0,0,1,20,-19,5576
5,Kyle Larson,Chv,71,71,2,2,4278.588,4408.649,130.061,4318.791,4390.391,71.6,40.203,18.258,OTHER,False,False,False,False,0,0,2,22,-20,5576
4,Noah Gragson,Frd,71,71,2,2,4279.023,4413.127,134.104,4321.671,4397.271,75.6,42.648,15.856,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,25,-22,5576
60,Ryan Preece,Frd,71,71,2,2,4279.439,4402.82,123.381,4325.171,4389.331,64.16,45.732,13.489,OTHER,False,False,False,False,0,0,4,21,-17,5576
41,Cole Custer,Frd,71,71,2,2,4279.94,4350.268,70.328,4330.931,4343.291,12.36,50.991,6.977,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,19,-14,5576
6,Brad Keselowski,Frd,71,71,2,2,4280.293,4410.503,130.21,4327.691,4399.131,71.44,47.398,11.372,OTHER,False,False,False,False,0,0,6,23,-17,5576
8,Kyle Busch,Chv,71,71,2,2,4282.232,4412.632,130.4,4326.931,4399.591,72.66,44.699,13.041,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,24,-17,5576
66,* David Starr(i),Frd,71,70,2,2,4283.671,4356.647,72.976,4340.911,4350.511,9.6,57.24,6.136,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,26,28,-2,5576
71,Michael McDowell,Chv,72,71,2,2,4378.948,4499.097,120.149,4422.431,4483.651,61.22,43.483,15.446,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,26,28,-2,5576
66,* David Starr(i),Frd,72,71,2,2,4391.291,4483.292,92.001,4446.911,4477.591,30.68,55.62,5.701,OTHER,False,False,False,False,0,0,27,27,0,5576
9,Chase Elliott,Chv,73,73,2,2,4467.594,4529.349,61.755,4519.991,4524.231,4.24,52.397,5.118,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,1,7,-6,5576
7,Justin Haley,Chv,73,73,2,2,4468.083,4530.369,62.286,4515.731,4519.631,3.9,47.648,10.738,OTHER,False,False,False,False,0,0,2,8,-6,5576
45,Tyler Reddick,Tyt,73,73,2,2,4468.308,4536.04,67.732,4517.031,4526.911,9.88,48.723,9.129,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,10,-7,5576
38,Zane Smith,Frd,73,73,2,2,4468.687,4530.475,61.788,4510.191,4513.511,3.32,41.504,16.964,OTHER,False,False,False,False,0,0,4,9,-5,5576
34,Todd Gilliland,Frd,73,73,2,2,4469.165,4538.763,69.598,4520.551,4532.591,12.04,51.386,6.172,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,11,-6,5576
3,Austin Dillon,Chv,73,73,2,2,4469.501,4539.078,69.577,4515.391,4526.891,11.5,45.89,12.187,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,12,-6,5576
16,AJ Allmendinger,Chv,73,73,2,2,4470.184,4568.368,98.184,4521.511,4560.611,39.1,51.327,7.757,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,17,-10,5576
87,* Connor Zilisch(i),Chv,73,73,2,2,4470.489,4541.351,70.862,4508.011,4520.991,12.98,37.522,20.36,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,13,-5,5576
47,Ricky Stenhouse Jr.,Chv,73,73,2,2,4470.866,4544.379,73.513,4515.071,4530.171,15.1,44.205,14.208,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,14,-5,5576
43,Erik Jones,Tyt,73,73,2,2,4471.235,4593.984,122.749,4510.051,4573.531,63.48,38.816,20.453,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,21,-11,5576
10,Ty Dillon,Chv,73,73,2,2,4471.572,4602.161,130.589,4521.731,4592.831,71.1,50.159,9.33,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,23,-12,5576
23,Bubba Wallace,Tyt,73,72,2,2,4471.932,4624.515,152.583,4515.971,4610.271,94.3,44.039,14.244,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,28,-2,5576
51,Cody Ware,Frd,73,73,2,2,4473.11,4566.485,93.375,4513.411,4547.371,33.96,40.301,19.114,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,16,-4,5576
78,* BJ McLeod(i),Chv,73,73,2,2,4473.577,4593.326,119.749,4513.791,4571.471,57.68,40.214,21.855,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,20,-7,5576
41,Cole Custer,Frd,73,73,2,2,4474.266,4592.889,118.623,4527.071,4585.791,58.72,52.805,7.098,OTHER,False,False,False,False,0,0,14,19,-5,5576
