vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
24,William Byron,Chv,10,10,2,2,666.638,882.668,11614.947,676.235,12258.555,11582.32,9.597,23.03,OTHER,False,False,False,False,0,0,1,1,0,5546
2,Austin Cindric,Frd,10,10,2,2,668.834,885.746,11615.829,696.015,12278.615,11582.6,27.181,6.048,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,2,2,0,5546
10,Ty Dillon,Chv,10,10,2,2,669.462,887.356,11616.811,688.815,12264.695,11575.88,19.353,21.578,OTHER,False,False,False,False,0,0,3,3,0,5546
19,Chase Briscoe,Tyt,10,10,2,2,670.433,889.714,11618.198,703.315,12283.555,11580.24,32.882,5.076,OTHER,False,False,False,False,0,0,4,4,0,5546
22,Joey Logano,Frd,10,10,2,2,672.424,903.406,11629.899,700.895,12294.975,11594.08,28.471,7.348,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,5,1,5546
01,* Corey LaJoie,Frd,10,10,2,2,674.972,906.489,11630.434,683.415,12271.555,11588.14,8.443,33.851,OTHER,False,False,False,False,0,0,8,6,2,5546
23,Bubba Wallace,Tyt,10,10,2,2,673.422,910.461,11635.956,690.735,12294.475,11603.74,17.313,14.903,OTHER,False,False,False,False,0,0,7,8,-1,5546
45,Tyler Reddick,Tyt,10,10,2,2,676.225,909.213,11631.905,683.115,12274.815,11591.7,6.89,33.315,OTHER,False,False,False,False,0,0,9,7,2,5546
42,John Hunter Nemechek,Tyt,10,10,2,2,677.033,914.32,11636.204,687.135,12285.415,11598.28,10.102,27.822,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,10,9,1,5546
43,Erik Jones,Tyt,10,10,2,2,677.853,919.874,11640.938,691.435,12303.695,11612.26,13.582,15.096,OTHER,False,False,False,False,0,0,11,10,1,5546
1,Ross Chastain,Chv,10,10,2,2,671.392,934.129,11661.654,676.875,12314.095,11637.22,5.483,18.951,OTHER,False,False,False,False,0,0,5,12,-7,5546
16,AJ Allmendinger,Chv,10,10,2,2,679.134,929.9,11649.683,692.175,12308.535,11616.36,13.041,20.282,OTHER,False,False,False,False,0,0,12,11,1,5546
8,Kyle Busch,Chv,11,10,2,2,680.436,936.155,11654.636,703.355,12324.875,11621.52,22.919,10.197,OTHER,False,False,False,False,0,0,14,13,1,5546
11,Denny Hamlin,Tyt,11,10,2,2,681.331,938.812,11656.398,693.295,12318.395,11625.1,11.964,19.334,OTHER,False,False,False,False,0,0,15,14,1,5546
17,Chris Buescher,Frd,10,10,2,2,679.645,942.45,11661.722,685.975,12316.155,11630.18,6.33,36.449,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,13,16,-3,5546
3,Austin Dillon,Chv,11,10,2,2,682.726,942.085,11658.276,702.155,12328.535,11626.38,19.429,27.24,OTHER,False,False,False,False,0,0,16,15,1,5546
20,Christopher Bell,Tyt,11,10,2,2,683.758,949.658,11664.817,693.375,12325.495,11632.12,9.617,28.092,OTHER,False,False,False,False,0,0,17,18,-1,5546
71,Michael McDowell,Chv,11,10,2,2,683.916,944.624,11659.625,715.235,12336.655,11621.42,31.319,13.803,OTHER,False,False,False,False,0,0,18,17,1,5546
34,Todd Gilliland,Frd,11,10,2,2,684.956,952.068,11666.029,702.695,12337.815,11635.12,17.739,13.17,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,19,19,0,5546
41,Cole Custer,Frd,11,10,2,2,686.22,959.046,11671.743,713.655,712.655,-1.0,27.435,-1.0,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,20,1,5546
4,Noah Gragson,Frd,11,10,2,2,687.047,979.992,11691.862,697.055,696.055,-1.0,10.008,-1.0,OTHER,False,False,False,False,0,0,22,25,-3,5546
40,* Justin Allgaier(i),Chv,11,10,2,2,687.708,977.218,11688.427,718.615,717.615,-1.0,30.907,-1.0,OTHER,False,False,False,False,0,0,23,24,-1,5546
5,Kyle Larson,Chv,11,10,2,2,689.351,974.841,11684.407,714.655,713.655,-1.0,25.304,-1.0,OTHER,False,False,False,False,0,0,25,23,2,5546
54,Ty Gibbs,Tyt,11,10,2,2,690.906,982.092,11690.103,717.715,716.715,-1.0,26.809,-1.0,OTHER,False,False,False,False,0,0,26,26,0,5546
51,Cody Ware,Frd,11,10,2,2,694.74,998.15,11702.327,711.915,710.915,-1.0,17.175,-1.0,OTHER,False,False,False,False,0,0,31,29,2,5546
38,Zane Smith,Frd,11,10,2,2,697.919,998.771,11699.769,728.995,727.995,-1.0,31.076,-1.0,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,34,30,4,5546
9,Chase Elliott,Chv,11,10,2,2,685.513,961.953,11675.357,719.655,718.655,-1.0,34.142,-1.0,OTHER,False,False,False,False,0,0,20,21,-1,5546
47,Ricky Stenhouse Jr.,Chv,11,10,2,2,688.894,973.271,11683.294,704.635,703.635,-1.0,15.741,-1.0,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,22,2,5546
88,Shane Van Gisbergen #,Chv,11,10,2,2,691.614,986.424,11693.727,720.835,719.835,-1.0,29.221,-1.0,OTHER,False,False,False,False,0,0,27,27,0,5546
21,Josh Berry,Frd,11,10,2,2,692.706,988.282,11694.493,724.015,723.015,-1.0,31.309,-1.0,OTHER,False,False,False,False,0,0,28,28,0,5546
12,Ryan Blaney,Frd,11,10,2,2,694.141,1006.486,11711.262,719.875,12399.375,11679.5,25.734,6.028,OTHER,False,False,False,False,0,0,30,31,-1,5546
48,Alex Bowman,Chv,11,10,2,2,696.004,1008.096,11711.009,721.815,12393.415,11671.6,25.811,13.598,OTHER,False,False,False,False,0,0,32,32,0,5546
56,* Martin Truex Jr.,Tyt,11,10,2,2,697.204,1010.494,11712.207,717.895,12397.875,11679.98,20.691,11.536,OTHER,False,False,False,False,0,0,33,33,0,5546
99,Daniel Suarez,Chv,11,10,2,2,693.401,1013.355,11718.871,707.195,12398.235,11691.04,13.794,14.037,OTHER,False,False,False,False,0,0,29,34,-5,5546
60,Ryan Preece,Frd,11,10,2,2,703.391,1017.827,11713.353,734.695,12404.295,11669.6,31.304,12.449,OTHER,False,False,False,False,0,0,39,35,4,5546
35,Riley Herbst #,Tyt,11,10,2,2,698.878,1020.67,11720.709,715.295,12401.715,11686.42,16.417,17.872,OTHER,False,False,False,False,0,0,35,36,-1,5546
91,* Helio Castroneves,Chv,11,10,2,2,700.052,1035.11,11733.975,724.955,12419.895,11694.94,24.903,14.132,OTHER,False,False,False,False,0,0,36,39,-3,5546
7,Justin Haley,Chv,11,10,2,2,701.009,1032.521,11730.429,722.295,12407.075,11684.78,21.286,24.363,OTHER,False,False,False,False,0,0,37,37,0,5546
84,* Jimmie Johnson,Tyt,11,10,2,2,702.309,1034.338,11730.946,721.135,12411.335,11690.2,18.826,21.92,OTHER,False,False,False,False,0,0,38,38,0,5546
6,Brad Keselowski,Frd,11,10,2,2,704.112,1037.641,11732.446,735.975,12423.155,11687.18,31.863,13.403,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,40,40,0,5546
77,Carson Hocevar,Chv,11,10,2,2,706.621,1050.273,11742.569,718.895,12401.355,11682.46,12.274,47.835,OTHER,False,False,False,False,0,0,41,41,0,5546
24,William Byron,Chv,15,15,2,2,1617.534,1644.822,27.288,1624.698,1628.898,4.2,7.164,15.924,OTHER,False,False,False,False,0,0,1,6,-5,5546
2,Austin Cindric,Frd,15,15,2,2,1617.845,1645.013,27.168,1636.758,1639.418,2.66,18.913,5.595,OTHER,False,False,False,False,0,0,2,7,-5,5546
19,Chase Briscoe,Tyt,15,15,2,2,1618.383,1646.418,28.035,1637.838,1642.878,5.04,19.455,3.54,OTHER,False,False,False,False,0,0,4,10,-6,5546
1,Ross Chastain,Chv,15,15,2,2,1618.687,1646.518,27.831,1623.858,1629.158,5.3,5.171,17.36,OTHER,False,False,False,False,0,0,5,11,-6,5546
22,Joey Logano,Frd,15,15,2,2,1618.964,1644.46,25.496,1636.678,1639.838,3.16,17.714,4.622,OTHER,False,False,False,False,0,0,6,5,1,5546
10,Ty Dillon,Chv,15,15,2,2,1618.122,1646.888,28.766,1631.478,1636.738,5.26,13.356,10.15,OTHER,False,False,False,False,0,0,3,12,-9,5546
23,Bubba Wallace,Tyt,15,15,2,2,1619.224,1647.074,27.85,1631.278,1635.938,4.66,12.054,11.136,OTHER,False,False,False,False,0,0,8,13,-5,5546
01,* Corey LaJoie,Frd,15,15,2,2,1619.506,1648.361,28.855,1625.838,1630.098,4.26,6.332,18.263,OTHER,False,False,False,False,0,0,9,18,-9,5546
45,Tyler Reddick,Tyt,15,15,2,2,1619.789,1648.526,28.737,1625.778,1631.238,5.46,5.989,17.288,OTHER,False,False,False,False,0,0,10,19,-9,5546
42,John Hunter Nemechek,Tyt,15,15,2,2,1620.133,1648.106,27.973,1627.178,1631.918,4.74,7.045,16.188,OTHER,False,False,False,False,0,0,11,16,-5,5546
43,Erik Jones,Tyt,15,15,2,2,1620.385,1649.791,29.406,1631.158,1637.038,5.88,10.773,12.753,OTHER,False,False,False,False,0,0,12,24,-12,5546
16,AJ Allmendinger,Chv,15,15,2,2,1620.709,1648.92,28.211,1629.518,1634.598,5.08,8.809,14.322,OTHER,False,False,False,False,0,0,13,20,-7,5546
17,Chris Buescher,Frd,15,15,2,2,1621.139,1649.19,28.051,1625.718,1630.898,5.18,4.579,18.292,OTHER,False,False,False,False,0,0,14,22,-8,5546
8,Kyle Busch,Chv,15,15,2,2,1621.173,1647.129,25.956,1637.158,1640.458,3.3,15.985,6.671,OTHER,False,False,False,False,0,0,15,14,1,5546
11,Denny Hamlin,Tyt,15,15,2,2,1621.437,1648.941,27.504,1629.458,1634.018,4.56,8.021,14.923,OTHER,False,False,False,False,0,0,17,21,-4,5546
3,Austin Dillon,Chv,15,15,2,2,1621.767,1649.677,27.91,1633.458,1638.198,4.74,11.691,11.479,OTHER,False,False,False,False,0,0,18,23,-5,5546
9,Chase Elliott,Chv,15,15,2,2,1622.703,1648.158,25.455,1639.958,1643.138,3.18,17.255,5.02,OTHER,False,False,False,False,0,0,21,17,4,5546
4,Noah Gragson,Frd,15,15,2,2,1623.901,1652.357,28.456,1630.118,1635.338,5.22,6.217,17.019,OTHER,False,False,False,False,0,0,22,28,-6,5546
40,* Justin Allgaier(i),Chv,15,15,2,2,1624.487,1654.623,30.136,1641.678,1648.458,6.78,17.191,6.165,OTHER,False,False,False,False,0,0,23,33,-10,5546
5,Kyle Larson,Chv,16,15,2,2,1625.063,1653.854,28.791,1639.478,1645.478,6.0,14.415,8.376,OTHER,False,False,False,False,0,0,25,32,-7,5546
54,Ty Gibbs,Tyt,16,15,2,2,1625.417,1653.601,28.184,1641.438,1646.518,5.08,16.021,7.083,OTHER,False,False,False,False,0,0,26,31,-5,5546
88,Shane Van Gisbergen #,Chv,16,15,2,2,1626.892,1657.476,30.584,1644.758,1649.758,5.0,17.866,7.718,OTHER,False,False,False,False,0,0,27,34,-7,5546
20,Christopher Bell,Tyt,15,15,2,2,1622.057,1659.119,37.062,1627.458,1641.198,13.74,5.401,17.921,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,36,-17,5546
34,Todd Gilliland,Frd,15,15,2,2,1622.418,1661.163,38.745,1633.638,1649.238,15.6,11.22,11.925,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,37,-17,5546
21,Josh Berry,Frd,16,15,2,2,1628.614,1659.067,30.453,1649.478,1652.778,3.3,20.864,6.289,OTHER,False,False,False,False,0,0,28,35,-7,5546
56,* Martin Truex Jr.,Tyt,16,15,2,2,1635.204,1663.817,28.613,1647.958,1652.498,4.54,12.754,11.319,OTHER,False,False,False,False,0,0,35,38,-3,5546
48,Alex Bowman,Chv,16,15,2,2,1632.058,1668.777,36.719,1645.778,1652.318,6.54,13.72,16.459,OTHER,False,False,False,False,0,0,33,39,-6,5546
91,* Helio Castroneves,Chv,16,15,2,2,1636.451,1674.751,38.3,1651.358,1666.078,14.72,14.907,8.673,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,37,40,-3,5546
99,Daniel Suarez,Chv,16,15,2,2,1629.604,1708.843,79.239,1638.838,1690.878,52.04,9.234,17.965,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,41,-11,5546
41,Cole Custer,Frd,16,16,2,2,1747.473,1774.683,27.21,1762.198,1766.758,4.56,14.725,7.925,OTHER,False,False,False,False,0,0,3,10,-7,5546
51,Cody Ware,Frd,16,16,2,2,1748.348,1775.294,26.946,1758.458,1762.518,4.06,10.11,12.776,OTHER,False,False,False,False,0,0,4,11,-7,5546
7,Justin Haley,Chv,16,16,2,2,1749.825,1778.208,28.383,1761.598,1766.518,4.92,11.773,11.69,OTHER,False,False,False,False,0,0,7,16,-9,5546
60,Ryan Preece,Frd,16,16,2,2,1750.528,1781.424,30.896,1768.678,1775.518,6.84,18.15,5.906,OTHER,False,False,False,False,0,0,9,21,-12,5546
6,Brad Keselowski,Frd,16,16,2,2,1750.835,1791.81,40.975,1766.898,1784.338,17.44,16.063,7.472,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,34,-24,5546
77,Carson Hocevar,Chv,16,16,2,2,1751.88,1789.695,37.815,1759.398,1768.958,9.56,7.518,20.737,OTHER,False,False,False,False,0,0,12,31,-19,5546
71,Michael McDowell,Chv,17,17,2,2,1875.664,1913.316,37.652,1894.198,1909.298,15.1,18.534,4.018,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,22,-21,5546
48,Alex Bowman,Chv,18,17,2,2,1897.823,1924.712,26.889,1911.818,1915.238,3.42,13.995,9.474,OTHER,False,False,False,False,0,0,33,36,-3,5546
47,Ricky Stenhouse Jr.,Chv,18,18,2,2,2010.788,2053.986,43.198,2020.758,2036.418,15.66,9.97,17.568,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,36,-27,5546
17,Chris Buescher,Frd,20,19,2,2,2155.593,2336.304,1410.098,2371.678,2371.838,0.16,216.085,1193.853,OTHER,False,False,False,False,0,0,19,19,0,5546
5,Kyle Larson,Chv,20,19,2,2,2160.859,2350.929,1419.457,2650.998,2651.138,0.14,490.139,929.178,OTHER,False,False,False,False,0,0,24,24,0,5546
60,Ryan Preece,Frd,20,19,2,2,2177.013,2374.04,1426.414,2334.858,2334.998,0.14,157.845,1268.429,OTHER,False,False,False,False,0,0,36,36,0,5546
12,Ryan Blaney,Frd,21,21,2,2,2561.533,2590.405,28.872,2575.511,2580.931,5.42,13.978,9.474,OTHER,False,False,False,False,0,0,1,11,-10,5546
38,Zane Smith,Frd,21,21,2,2,2561.896,2591.597,29.701,2580.271,2586.871,6.6,18.375,4.726,OTHER,False,False,False,False,0,0,3,15,-12,5546
35,Riley Herbst #,Tyt,21,21,2,2,2562.181,2591.147,28.966,2571.171,2576.991,5.82,8.99,14.156,OTHER,False,False,False,False,0,0,4,14,-10,5546
42,John Hunter Nemechek,Tyt,21,21,2,2,2569.169,2596.3,27.131,2576.891,2580.171,3.28,7.722,16.129,OTHER,False,False,False,False,0,0,14,19,-5,5546
4,Noah Gragson,Frd,22,21,2,2,2576.586,2601.711,25.125,2582.311,2584.871,2.56,5.725,16.84,OTHER,False,False,False,False,0,0,22,26,-4,5546
40,* Justin Allgaier(i),Chv,22,21,2,2,2578.259,2606.989,28.73,2596.111,2600.151,4.04,17.852,6.838,OTHER,False,False,False,False,0,0,25,31,-6,5546
20,Christopher Bell,Tyt,22,21,2,2,2579.98,2606.251,26.271,2585.371,2588.351,2.98,5.391,17.9,OTHER,False,False,False,False,0,0,28,30,-2,5546
84,* Jimmie Johnson,Tyt,21,21,2,2,2565.193,2610.425,45.232,2581.471,2595.831,14.36,16.278,14.594,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,35,-27,5546
99,Daniel Suarez,Chv,22,21,2,2,2583.052,2611.178,28.126,2591.871,2596.231,4.36,8.819,14.947,OTHER,False,False,False,False,0,0,32,36,-4,5546
41,Cole Custer,Frd,22,21,2,2,2584.389,2610.184,25.795,2599.391,2602.251,2.86,15.002,7.933,OTHER,False,False,False,False,0,0,33,34,-1,5546
51,Cody Ware,Frd,22,21,2,2,2585.217,2613.435,28.218,2595.331,2600.271,4.94,10.114,13.164,OTHER,False,False,False,False,0,0,34,38,-4,5546
7,Justin Haley,Chv,22,21,2,2,2585.745,2612.252,26.507,2597.431,2600.251,2.82,11.686,12.001,OTHER,False,False,False,False,0,0,35,37,-2,5546
71,Michael McDowell,Chv,22,21,2,2,2587.863,2615.652,27.789,2607.811,2611.551,3.74,19.948,4.101,OTHER,False,False,False,False,0,0,39,39,0,5546
60,Ryan Preece,Frd,22,21,2,2,2586.139,2624.757,38.618,2605.251,2618.491,13.24,19.112,6.266,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,41,-5,5546
77,Carson Hocevar,Chv,22,21,2,2,2587.155,2624.145,36.99,2595.911,2601.571,5.66,8.756,22.574,OTHER,False,False,False,False,0,0,38,40,-2,5546
38,Zane Smith,Frd,63,62,2,2,4635.401,4709.434,74.033,4656.051,4701.871,45.82,20.65,7.563,ONE_WHEEL_CHANGE,False,False,True,False,0,0,40,40,0,5546
21,Josh Berry,Frd,64,63,2,2,4720.92,5104.435,383.515,4738.091,5097.391,359.3,17.171,7.044,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,39,-13,5546
22,Joey Logano,Frd,66,66,2,2,5096.086,5133.127,37.041,5113.871,5128.491,14.62,17.785,4.636,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,8,-7,5546
6,Brad Keselowski,Frd,66,66,2,2,5096.335,5136.483,40.148,5111.851,5129.111,17.26,15.516,7.372,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,17,-15,5546
12,Ryan Blaney,Frd,66,66,2,2,5096.572,5133.267,36.695,5110.291,5124.171,13.88,13.719,9.096,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,9,-6,5546
47,Ricky Stenhouse Jr.,Chv,66,66,2,2,5096.857,5134.78,37.923,5106.291,5121.791,15.5,9.434,12.989,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,12,-8,5546
99,Daniel Suarez,Chv,66,66,2,2,5097.422,5133.528,36.106,5105.671,5119.011,13.34,8.249,14.517,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,10,-4,5546
48,Alex Bowman,Chv,66,66,2,2,5097.761,5134.735,36.974,5111.491,5125.511,14.02,13.73,9.224,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,11,-4,5546
45,Tyler Reddick,Tyt,66,66,2,2,5098.046,5135.723,37.677,5104.331,5118.911,14.58,6.285,16.812,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,14,-6,5546
24,William Byron,Chv,66,66,2,2,5098.562,5136.136,37.574,5105.911,5120.971,15.06,7.349,15.165,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,16,-6,5546
9,Chase Elliott,Chv,66,66,2,2,5098.809,5136.135,37.326,5116.191,5131.251,15.06,17.382,4.884,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,15,-4,5546
23,Bubba Wallace,Tyt,66,66,2,2,5099.73,5135.061,35.331,5111.691,5124.671,12.98,11.961,10.39,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,13,0,5546
20,Christopher Bell,Tyt,66,66,2,2,5097.151,5137.211,40.06,5102.231,5118.451,16.22,5.08,18.76,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,18,-13,5546
43,Erik Jones,Tyt,66,66,2,2,5098.287,5137.552,39.265,5108.651,5125.171,16.52,10.364,12.381,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,20,-11,5546
88,Shane Van Gisbergen #,Chv,66,66,2,2,5099.237,5141.338,42.101,5114.331,5133.431,19.1,15.094,7.907,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,26,-14,5546
40,* Justin Allgaier(i),Chv,66,66,2,2,5100.206,5139.878,39.672,5117.131,5133.931,16.8,16.925,5.947,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,22,-8,5546
34,Todd Gilliland,Frd,66,66,2,2,5100.472,5138.329,37.857,5111.431,5126.411,14.98,10.959,11.918,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,21,-6,5546
5,Kyle Larson,Chv,66,66,2,2,5100.802,5137.237,36.435,5115.351,5129.111,13.76,14.549,8.126,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,19,-3,5546
17,Chris Buescher,Frd,66,66,2,2,5101.141,5139.919,38.778,5105.551,5122.051,16.5,4.41,17.868,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,23,-6,5546
60,Ryan Preece,Frd,66,66,2,2,5101.489,5141.52,40.031,5119.451,5134.631,15.18,17.962,6.889,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,27,-9,5546
54,Ty Gibbs,Tyt,66,66,2,2,5101.807,5140.171,38.364,5117.671,5132.251,14.58,15.864,7.92,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,24,-5,5546
2,Austin Cindric,Frd,66,66,2,2,5103.897,5141.212,37.315,5123.411,5137.151,13.74,19.514,4.061,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,25,0,5546
8,Kyle Busch,Chv,66,66,2,2,5102.078,5143.981,41.903,5118.431,5137.611,19.18,16.353,6.37,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,29,-9,5546
1,Ross Chastain,Chv,66,66,2,2,5102.51,5145.652,43.142,5107.331,5128.371,21.04,4.821,17.281,OTHER,False,False,False,False,0,0,21,34,-13,5546
56,* Martin Truex Jr.,Tyt,66,66,2,2,5102.965,5145.634,42.669,5116.971,5134.491,17.52,14.006,11.143,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,33,-11,5546
91,* Helio Castroneves,Chv,66,66,2,2,5103.557,5144.932,41.375,5118.571,5135.931,17.36,15.014,9.001,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,31,-8,5546
71,Michael McDowell,Chv,66,66,2,2,5104.276,5143.345,39.069,5123.971,5139.191,15.22,19.695,4.154,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,28,-1,5546
35,Riley Herbst #,Tyt,67,66,2,2,5104.891,5146.713,41.822,5114.111,5132.591,18.48,9.22,14.122,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,35,-5,5546
01,* Corey LaJoie,Frd,67,66,2,2,5105.12,5144.964,39.844,5111.751,5128.491,16.74,6.631,16.473,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,32,-1,5546
4,Noah Gragson,Frd,67,66,2,2,5105.44,5144.638,39.198,5111.291,5127.011,15.72,5.851,17.627,OTHER,False,False,False,False,0,0,33,30,3,5546
19,Chase Briscoe,Tyt,67,66,2,2,5106.062,5146.855,40.793,5126.131,5143.511,17.38,20.069,3.344,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,37,-2,5546
42,John Hunter Nemechek,Tyt,67,66,2,2,5106.521,5146.799,40.278,5114.171,5130.771,16.6,7.65,16.028,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0,5546
11,Denny Hamlin,Tyt,67,66,2,2,5104.626,5180.12,75.494,5112.971,5165.031,52.06,8.345,15.089,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,38,-10,5546
41,Cole Custer,Frd,67,67,2,2,5225.247,5260.97,35.723,5239.811,5253.091,13.28,14.564,7.879,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,21,-19,5546
6,Brad Keselowski,Frd,67,67,2,2,5231.656,5261.063,29.407,5247.531,5254.091,6.56,15.875,6.972,OTHER,False,False,False,False,0,0,12,22,-10,5546
3,Austin Dillon,Chv,67,67,2,2,5224.98,5264.286,39.306,5236.591,5253.631,17.04,11.611,10.655,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,26,-25,5546
51,Cody Ware,Frd,67,67,2,2,5225.605,5264.891,39.286,5235.411,5251.891,16.48,9.806,13.0,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,28,-25,5546
7,Justin Haley,Chv,67,67,2,2,5226.722,5265.347,38.625,5238.051,5253.811,15.76,11.329,11.536,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,29,-22,5546
77,Carson Hocevar,Chv,67,67,2,2,5227.773,5267.663,39.89,5235.631,5250.931,15.3,7.858,16.732,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,32,-24,5546
10,Ty Dillon,Chv,67,67,2,2,5226.371,5270.555,44.184,5239.991,5260.511,20.52,13.62,10.044,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,35,-29,5546
35,Riley Herbst #,Tyt,68,67,2,2,5253.184,5284.308,31.124,5264.011,5268.271,4.26,10.827,16.037,OTHER,False,False,False,False,0,0,36,37,-1,5546
84,* Jimmie Johnson,Tyt,67,67,2,2,5225.992,5288.982,62.99,5235.391,5275.051,39.66,9.399,13.931,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,38,-33,5546
40,* Justin Allgaier(i),Chv,69,68,2,2,5361.762,5389.89,28.128,5379.211,5383.171,3.96,17.449,6.719,OTHER,False,False,False,False,0,0,15,20,-5,5546
19,Chase Briscoe,Tyt,69,68,2,2,5369.645,5394.894,25.249,5388.731,5391.531,2.8,19.086,3.363,OTHER,False,False,False,False,0,0,27,24,3,5546
8,Kyle Busch,Chv,69,68,2,2,5366.052,5399.78,33.728,5382.311,5392.631,10.32,16.259,7.149,OTHER,False,False,False,False,0,0,21,32,-11,5546
11,Denny Hamlin,Tyt,69,68,2,2,5370.0,5405.661,35.661,5378.071,5390.431,12.36,8.071,15.23,OTHER,False,False,False,False,0,0,29,37,-8,5546
10,Ty Dillon,Chv,69,68,2,2,5374.003,5400.817,26.814,5387.811,5391.191,3.38,13.808,9.626,OTHER,False,False,False,False,0,0,37,34,3,5546
77,Carson Hocevar,Chv,69,68,2,2,5373.615,5407.715,34.1,5380.871,5385.311,4.44,7.256,22.404,OTHER,False,False,False,False,0,0,35,38,-3,5546
84,* Jimmie Johnson,Tyt,71,70,2,2,5581.736,5648.628,66.892,5591.531,5639.711,48.18,9.795,8.917,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,32,1,5546
8,Kyle Busch,Chv,71,70,2,2,5600.65,5665.697,65.047,5617.231,5658.471,41.24,16.581,7.226,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,33,1,5546
40,* Justin Allgaier(i),Chv,71,70,2,2,5574.161,5672.128,97.967,5591.911,5665.971,74.06,17.75,6.157,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,34,-4,5546
35,Riley Herbst #,Tyt,71,70,2,2,5603.468,5684.868,81.4,5614.371,5668.531,54.16,10.903,16.337,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,35,1,5546
19,Chase Briscoe,Tyt,72,71,2,2,5693.488,5793.375,99.887,5712.591,5789.291,76.7,19.103,4.084,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,33,-2,5546
35,Riley Herbst #,Tyt,72,71,2,2,5744.929,5815.534,70.605,5754.971,5801.251,46.28,10.042,14.283,OTHER,False,False,False,False,0,0,35,34,1,5546
84,* Jimmie Johnson,Tyt,73,72,2,2,5819.253,5868.975,49.722,5828.511,5855.431,26.92,9.258,13.544,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,29,-1,5546
