driver_name,driver_id,manufacturer,car_number,lap_number,running_position,lap_speed,lap_time,team,playoffs,points_ineligible,starting_position,finish_position,statuses
Tyler Reddick,4065,Tyt,45,24,3,108.386,24.911,23XI Racing,False,False,2,34,green
Shane Van Gisbergen,4469,Chv,88,56,31,108.386,24.911,Trackhouse Racing,False,False,27,14,green
Ricky Stenhouse Jr.,3888,Chv,47,90,32,108.386,24.911,HYAK Motorsports,False,False,36,23,green
Kyle Larson,4030,Chv,5,377,7,108.386,24.911,Hendrick Motorsports,False,False,30,6,green
John Hunter Nemechek,4092,Tyt,42,225,32,108.386,24.911,Legacy Motor Club,False,False,34,36,green
Ty Dillon,4013,Chv,10,18,16,108.386,24.911,Kaulig Racing,False,False,16,20,green
Ty Gibbs,4368,Tyt,54,157,37,108.386,24.911,Joe Gibbs Racing,False,False,23,18,green
Kyle Busch,454,Chv,8,157,34,108.386,24.911,Richard Childress Racing,False,False,28,16,green
Shane Van Gisbergen,4469,Chv,88,100,19,108.382,24.912,Trackhouse Racing,False,False,27,14,green
Riley Herbst,4269,Tyt,35,95,35,108.382,24.912,23XI Racing,False,False,26,31,green
Chase Briscoe,4228,Tyt,19,147,10,108.382,24.912,Joe Gibbs Racing,False,False,19,13,green
Noah Gragson,4224,Frd,4,16,24,108.382,24.912,Front Row Motorsports,False,False,22,27,green
Zane Smith,4272,Frd,38,56,22,108.382,24.912,Front Row Motorsports,False,False,29,11,green
Brad Keselowski,1816,Frd,6,108,6,108.382,24.912,RFK Racing,False,False,6,9,green
Todd Gilliland,4231,Frd,34,319,26,108.377,24.913,Front Row Motorsports,False,False,31,25,green
Ricky Stenhouse Jr.,3888,Chv,47,380,23,108.377,24.913,HYAK Motorsports,False,False,36,23,green
Chase Briscoe,4228,Tyt,19,361,10,108.377,24.913,Joe Gibbs Racing,False,False,19,13,green
Noah Gragson,4224,Frd,4,324,28,108.377,24.913,Front Row Motorsports,False,False,22,27,green
Denny Hamlin,1361,Tyt,11,151,12,108.377,24.913,Joe Gibbs Racing,False,False,4,10,green
Ryan Blaney,4023,Frd,12,104,4,108.377,24.913,Team Penske,False,False,20,3,green
Jesse Love,4463,Chv,33,304,35,108.377,24.913,Richard Childress Racing,False,True,35,33,green
Noah Gragson,4224,Frd,4,262,32,108.373,24.914,Front Row Motorsports,False,False,22,27,green
Joey Logano,3859,Frd,22,103,13,108.373,24.914,Team Penske,False,False,38,4,green
Cody Ware,4125,Frd,51,154,38,108.373,24.914,Rick Ware Racing,False,False,37,32,green
Ross Chastain,4001,Chv,1,308,14,108.373,24.914,Trackhouse Racing,False,False,33,19,green
Ty Gibbs,4368,Tyt,54,263,9,108.373,24.914,Joe Gibbs Racing,False,False,23,18,green
Corey Heim,4387,Tyt,67,15,36,108.373,24.914,23XI Racing,False,True,32,29,green
Kyle Busch,454,Chv,8,98,28,108.373,24.914,Richard Childress Racing,False,False,28,16,green
Zane Smith,4272,Frd,38,145,24,108.373,24.914,Front Row Motorsports,False,False,29,11,green
Josh Berry,4123,Frd,21,99,12,108.368,24.915,Wood Brothers Racing,False,False,17,8,green
Joey Logano,3859,Frd,22,100,14,108.368,24.915,Team Penske,False,False,38,4,green
Ty Dillon,4013,Chv,10,367,18,108.368,24.915,Kaulig Racing,False,False,16,20,green
Carson Hocevar,4326,Chv,77,356,3,108.368,24.915,Spire Motorsports,False,False,15,15,green
Joey Logano,3859,Frd,22,309,7,108.368,24.915,Team Penske,False,False,38,4,green
Erik Jones,4059,Tyt,43,230,16,108.368,24.915,Legacy Motor Club,False,False,18,26,green
Kyle Busch,454,Chv,8,389,17,108.368,24.915,Richard Childress Racing,False,False,28,16,green
Chase Elliott,4062,Chv,9,145,22,108.368,24.915,Hendrick Motorsports,False,False,5,38,green
Alex Bowman,4045,Chv,48,324,3,108.364,24.916,Hendrick Motorsports,False,False,9,2,green
Kyle Busch,454,Chv,8,51,27,108.364,24.916,Richard Childress Racing,False,False,28,16,green
Austin Dillon,3873,Chv,3,275,1,108.364,24.916,Richard Childress Racing,False,False,11,1,green
Noah Gragson,4224,Frd,4,367,28,108.364,24.916,Front Row Motorsports,False,False,22,27,green
Ross Chastain,4001,Chv,1,358,17,108.364,24.916,Trackhouse Racing,False,False,33,19,green
Brad Keselowski,1816,Frd,6,147,9,108.364,24.916,RFK Racing,False,False,6,9,green
Brad Keselowski,1816,Frd,6,225,17,108.364,24.916,RFK Racing,False,False,6,9,green
Ricky Stenhouse Jr.,3888,Chv,47,336,24,108.364,24.916,HYAK Motorsports,False,False,36,23,green
Shane Van Gisbergen,4469,Chv,88,59,29,108.364,24.916,Trackhouse Racing,False,False,27,14,green
Todd Gilliland,4231,Frd,34,368,21,108.364,24.916,Front Row Motorsports,False,False,31,25,green
Tyler Reddick,4065,Tyt,45,153,1,108.364,24.916,23XI Racing,False,False,2,34,green
Ross Chastain,4001,Chv,1,312,15,108.364,24.916,Trackhouse Racing,False,False,33,19,green
Denny Hamlin,1361,Tyt,11,27,4,108.360,24.917,Joe Gibbs Racing,False,False,4,10,green
Josh Berry,4123,Frd,21,315,4,108.360,24.917,Wood Brothers Racing,False,False,17,8,green
Christopher Bell,4153,Tyt,20,57,6,108.360,24.917,Joe Gibbs Racing,False,False,8,21,green
Daniel Suarez,4113,Chv,99,61,14,108.360,24.917,Trackhouse Racing,False,False,21,7,green
Zane Smith,4272,Frd,38,377,10,108.360,24.917,Front Row Motorsports,False,False,29,11,green
John Hunter Nemechek,4092,Tyt,42,360,36,108.360,24.917,Legacy Motor Club,False,False,34,36,green
Chase Briscoe,4228,Tyt,19,101,10,108.360,24.917,Joe Gibbs Racing,False,False,19,13,green
Michael McDowell,3832,Chv,71,100,20,108.360,24.917,Spire Motorsports,False,False,10,17,green
Zane Smith,4272,Frd,38,146,24,108.360,24.917,Front Row Motorsports,False,False,29,11,green
Corey Heim,4387,Tyt,67,339,32,108.360,24.917,23XI Racing,False,True,32,29,green
Shane Van Gisbergen,4469,Chv,88,97,19,108.360,24.917,Trackhouse Racing,False,False,27,14,green
Austin Cindric,4180,Frd,2,272,12,108.355,24.918,Team Penske,False,False,13,5,green
Daniel Suarez,4113,Chv,99,262,6,108.355,24.918,Trackhouse Racing,False,False,21,7,green
Noah Gragson,4224,Frd,4,260,33,108.355,24.918,Front Row Motorsports,False,False,22,27,green
Ryan Preece,4070,Frd,60,98,15,108.355,24.918,RFK Racing,False,False,1,35,green
Christopher Bell,4153,Tyt,20,381,21,108.355,24.918,Joe Gibbs Racing,False,False,8,21,green
Denny Hamlin,1361,Tyt,11,321,10,108.355,24.918,Joe Gibbs Racing,False,False,4,10,green
Ricky Stenhouse Jr.,3888,Chv,47,214,33,108.355,24.918,HYAK Motorsports,False,False,36,23,restart
Michael McDowell,3832,Chv,71,319,18,108.355,24.918,Spire Motorsports,False,False,10,17,green
Michael McDowell,3832,Chv,71,140,18,108.355,24.918,Spire Motorsports,False,False,10,17,green
Carson Hocevar,4326,Chv,77,20,11,108.355,24.918,Spire Motorsports,False,False,15,15,green
Daniel Suarez,4113,Chv,99,277,5,108.355,24.918,Trackhouse Racing,False,False,21,7,green
Bubba Wallace,4025,Tyt,23,21,7,108.355,24.918,23XI Racing,False,False,7,28,green
Ross Chastain,4001,Chv,1,106,22,108.351,24.919,Trackhouse Racing,False,False,33,19,green
Corey Heim,4387,Tyt,67,283,33,108.351,24.919,23XI Racing,False,True,32,29,green
Christopher Bell,4153,Tyt,20,110,2,108.351,24.919,Joe Gibbs Racing,False,False,8,21,green
Chris Buescher,3989,Frd,17,141,9,108.351,24.919,RFK Racing,False,False,12,30,green
Austin Cindric,4180,Frd,2,108,5,108.351,24.919,Team Penske,False,False,13,5,green
Ty Gibbs,4368,Tyt,54,58,37,108.351,24.919,Joe Gibbs Racing,False,False,23,18,green
Carson Hocevar,4326,Chv,77,100,18,108.351,24.919,Spire Motorsports,False,False,15,15,green
Austin Cindric,4180,Frd,2,162,5,108.351,24.919,Team Penske,False,False,13,5,green
Joey Logano,3859,Frd,22,13,35,108.351,24.919,Team Penske,False,False,38,4,green
Ryan Preece,4070,Frd,60,174,22,108.351,24.919,RFK Racing,False,False,1,35,green
Chase Briscoe,4228,Tyt,19,154,9,108.351,24.919,Joe Gibbs Racing,False,False,19,13,green
Tyler Reddick,4065,Tyt,45,225,26,108.347,24.920,23XI Racing,False,False,2,34,green
Cole Custer,4104,Frd,41,97,25,108.347,24.920,Haas Factory Team,False,False,24,24,green
William Byron,4184,Chv,24,148,11,108.347,24.920,Hendrick Motorsports,False,False,14,12,green
Chris Buescher,3989,Frd,17,102,17,108.347,24.920,RFK Racing,False,False,12,30,green
Chris Buescher,3989,Frd,17,101,17,108.347,24.920,RFK Racing,False,False,12,30,green
Kyle Larson,4030,Chv,5,325,10,108.347,24.920,Hendrick Motorsports,False,False,30,6,green
Corey Heim,4387,Tyt,67,386,31,108.347,24.920,23XI Racing,False,True,32,29,green
Jesse Love,4463,Chv,33,54,34,108.347,24.920,Richard Childress Racing,False,True,35,33,green
Ryan Blaney,4023,Frd,12,21,13,108.347,24.920,Team Penske,False,False,20,3,green
Noah Gragson,4224,Frd,4,95,26,108.347,24.920,Front Row Motorsports,False,False,22,27,green
Michael McDowell,3832,Chv,71,256,19,108.347,24.920,Spire Motorsports,False,False,10,17,green
Noah Gragson,4224,Frd,4,94,26,108.342,24.921,Front Row Motorsports,False,False,22,27,green
Kyle Larson,4030,Chv,5,98,13,108.342,24.921,Hendrick Motorsports,False,False,30,6,green
Austin Cindric,4180,Frd,2,322,6,108.342,24.921,Team Penske,False,False,13,5,green
Chase Elliott,4062,Chv,9,96,29,108.342,24.921,Hendrick Motorsports,False,False,5,38,green
AJ Allmendinger,3774,Chv,16,142,28,108.342,24.921,Kaulig Racing,False,False,3,22,green
Cole Custer,4104,Frd,41,62,30,108.342,24.921,Haas Factory Team,False,False,24,24,green
Bubba Wallace,4025,Tyt,23,111,1,108.342,24.921,23XI Racing,False,False,7,28,green
Denny Hamlin,1361,Tyt,11,25,4,108.342,24.921,Joe Gibbs Racing,False,False,4,10,green
William Byron,4184,Chv,24,105,7,108.342,24.921,Hendrick Motorsports,False,False,14,12,green
Alex Bowman,4045,Chv,48,272,3,108.342,24.921,Hendrick Motorsports,False,False,9,2,green
Michael McDowell,3832,Chv,71,99,20,108.342,24.921,Spire Motorsports,False,False,10,17,green
Riley Herbst,4269,Tyt,35,14,33,108.342,24.921,23XI Racing,False,False,26,31,green
Chase Briscoe,4228,Tyt,19,17,21,108.342,24.921,Joe Gibbs Racing,False,False,19,13,green
Chase Briscoe,4228,Tyt,19,56,17,108.338,24.922,Joe Gibbs Racing,False,False,19,13,green
Cody Ware,4125,Frd,51,215,35,108.338,24.922,Rick Ware Racing,False,False,37,32,green
Carson Hocevar,4326,Chv,77,19,11,108.338,24.922,Spire Motorsports,False,False,15,15,green
Corey Heim,4387,Tyt,67,384,31,108.338,24.922,23XI Racing,False,True,32,29,green
Austin Dillon,3873,Chv,3,376,1,108.338,24.922,Richard Childress Racing,False,False,11,1,green
Ryan Preece,4070,Frd,60,315,23,108.338,24.922,RFK Racing,False,False,1,35,green
Brad Keselowski,1816,Frd,6,68,9,108.334,24.923,RFK Racing,False,False,6,9,green
Ross Chastain,4001,Chv,1,110,21,108.334,24.923,Trackhouse Racing,False,False,33,19,green
Kyle Larson,4030,Chv,5,321,11,108.334,24.923,Hendrick Motorsports,False,False,30,6,green
John Hunter Nemechek,4092,Tyt,42,362,36,108.334,24.923,Legacy Motor Club,False,False,34,36,green
Chase Elliott,4062,Chv,9,98,29,108.334,24.923,Hendrick Motorsports,False,False,5,38,green
Chris Buescher,3989,Frd,17,15,19,108.334,24.923,RFK Racing,False,False,12,30,green
Ryan Blaney,4023,Frd,12,323,1,108.334,24.923,Team Penske,False,False,20,3,green
Kyle Busch,454,Chv,8,312,22,108.334,24.923,Richard Childress Racing,False,False,28,16,green
Corey Heim,4387,Tyt,67,342,31,108.334,24.923,23XI Racing,False,True,32,29,green
Corey Heim,4387,Tyt,67,288,34,108.329,24.924,23XI Racing,False,True,32,29,green
Ryan Blaney,4023,Frd,12,106,4,108.329,24.924,Team Penske,False,False,20,3,green
Corey Heim,4387,Tyt,67,290,33,108.329,24.924,23XI Racing,False,True,32,29,green
Brad Keselowski,1816,Frd,6,67,9,108.329,24.924,RFK Racing,False,False,6,9,green
Zane Smith,4272,Frd,38,381,10,108.329,24.924,Front Row Motorsports,False,False,29,11,green
Denny Hamlin,1361,Tyt,11,28,4,108.329,24.924,Joe Gibbs Racing,False,False,4,10,green
William Byron,4184,Chv,24,376,13,108.325,24.925,Hendrick Motorsports,False,False,14,12,green
William Byron,4184,Chv,24,152,11,108.325,24.925,Hendrick Motorsports,False,False,14,12,green
Christopher Bell,4153,Tyt,20,21,8,108.325,24.925,Joe Gibbs Racing,False,False,8,21,green
Josh Berry,4123,Frd,21,376,9,108.325,24.925,Wood Brothers Racing,False,False,17,8,green
Ross Chastain,4001,Chv,1,310,15,108.325,24.925,Trackhouse Racing,False,False,33,19,green
Ty Dillon,4013,Chv,10,319,21,108.325,24.925,Kaulig Racing,False,False,16,20,green
Daniel Suarez,4113,Chv,99,374,5,108.325,24.925,Trackhouse Racing,False,False,21,7,green
Ross Chastain,4001,Chv,1,261,28,108.325,24.925,Trackhouse Racing,False,False,33,19,green
Carson Hocevar,4326,Chv,77,303,1,108.325,24.925,Spire Motorsports,False,False,15,15,green
Chase Briscoe,4228,Tyt,19,15,21,108.325,24.925,Joe Gibbs Racing,False,False,19,13,green
Daniel Suarez,4113,Chv,99,18,17,108.325,24.925,Trackhouse Racing,False,False,21,7,green
Ricky Stenhouse Jr.,3888,Chv,47,216,33,108.325,24.925,HYAK Motorsports,False,False,36,23,green
Bubba Wallace,4025,Tyt,23,160,2,108.321,24.926,23XI Racing,False,False,7,28,green
Kyle Larson,4030,Chv,5,329,9,108.321,24.926,Hendrick Motorsports,False,False,30,6,green
Shane Van Gisbergen,4469,Chv,88,61,28,108.321,24.926,Trackhouse Racing,False,False,27,14,green
Jesse Love,4463,Chv,33,340,35,108.321,24.926,Richard Childress Racing,False,True,35,33,green
Joey Logano,3859,Frd,22,377,5,108.321,24.926,Team Penske,False,False,38,4,green
Carson Hocevar,4326,Chv,77,391,15,108.321,24.926,Spire Motorsports,False,False,15,15,green
Bubba Wallace,4025,Tyt,23,379,29,108.316,24.927,23XI Racing,False,False,7,28,green
Ty Dillon,4013,Chv,10,310,21,108.316,24.927,Kaulig Racing,False,False,16,20,green
Tyler Reddick,4065,Tyt,45,56,4,108.316,24.927,23XI Racing,False,False,2,34,green
Ricky Stenhouse Jr.,3888,Chv,47,379,23,108.316,24.927,HYAK Motorsports,False,False,36,23,green
Brad Keselowski,1816,Frd,6,384,11,108.316,24.927,RFK Racing,False,False,6,9,green
Zane Smith,4272,Frd,38,226,27,108.316,24.927,Front Row Motorsports,False,False,29,11,green
William Byron,4184,Chv,24,147,11,108.316,24.927,Hendrick Motorsports,False,False,14,12,green
Ryan Preece,4070,Frd,60,254,26,108.312,24.928,RFK Racing,False,False,1,35,green
Chase Briscoe,4228,Tyt,19,18,21,108.312,24.928,Joe Gibbs Racing,False,False,19,13,green
Austin Dillon,3873,Chv,3,104,9,108.312,24.928,Richard Childress Racing,False,False,11,1,green
Josh Berry,4123,Frd,21,19,12,108.312,24.928,Wood Brothers Racing,False,False,17,8,green
Christopher Bell,4153,Tyt,20,108,2,108.312,24.928,Joe Gibbs Racing,False,False,8,21,green
Austin Cindric,4180,Frd,2,27,10,108.312,24.928,Team Penske,False,False,13,5,green
John Hunter Nemechek,4092,Tyt,42,141,29,108.312,24.928,Legacy Motor Club,False,False,34,36,green
Corey Heim,4387,Tyt,67,246,35,108.308,24.929,23XI Racing,False,True,32,29,green
Denny Hamlin,1361,Tyt,11,267,17,108.308,24.929,Joe Gibbs Racing,False,False,4,10,green
Chase Briscoe,4228,Tyt,19,153,9,108.308,24.929,Joe Gibbs Racing,False,False,19,13,green
Joey Logano,3859,Frd,22,152,4,108.308,24.929,Team Penske,False,False,38,4,green
Shane Van Gisbergen,4469,Chv,88,365,16,108.308,24.929,Trackhouse Racing,False,False,27,14,green
Denny Hamlin,1361,Tyt,11,26,4,108.308,24.929,Joe Gibbs Racing,False,False,4,10,green
Zane Smith,4272,Frd,38,15,25,108.308,24.929,Front Row Motorsports,False,False,29,11,green
Corey Heim,4387,Tyt,67,332,33,108.308,24.929,23XI Racing,False,True,32,29,green
Michael McDowell,3832,Chv,71,314,18,108.308,24.929,Spire Motorsports,False,False,10,17,green
Ricky Stenhouse Jr.,3888,Chv,47,376,25,108.308,24.929,HYAK Motorsports,False,False,36,23,green
Ty Dillon,4013,Chv,10,20,16,108.308,24.929,Kaulig Racing,False,False,16,20,green
Denny Hamlin,1361,Tyt,11,315,11,108.308,24.929,Joe Gibbs Racing,False,False,4,10,green
Denny Hamlin,1361,Tyt,11,374,7,108.308,24.929,Joe Gibbs Racing,False,False,4,10,green
Ryan Preece,4070,Frd,60,25,1,108.303,24.930,RFK Racing,False,False,1,35,green
William Byron,4184,Chv,24,312,4,108.303,24.930,Hendrick Motorsports,False,False,14,12,green
Austin Cindric,4180,Frd,2,230,8,108.303,24.930,Team Penske,False,False,13,5,green
Ryan Blaney,4023,Frd,12,373,2,108.303,24.930,Team Penske,False,False,20,3,green
AJ Allmendinger,3774,Chv,16,229,29,108.303,24.930,Kaulig Racing,False,False,3,22,green
Joey Logano,3859,Frd,22,227,15,108.303,24.930,Team Penske,False,False,38,4,green
Todd Gilliland,4231,Frd,34,58,35,108.303,24.930,Front Row Motorsports,False,False,31,25,green
Joey Logano,3859,Frd,22,228,15,108.299,24.931,Team Penske,False,False,38,4,green
Ross Chastain,4001,Chv,1,58,26,108.299,24.931,Trackhouse Racing,False,False,33,19,green
Austin Dillon,3873,Chv,3,103,9,108.299,24.931,Richard Childress Racing,False,False,11,1,green
Michael McDowell,3832,Chv,71,320,17,108.295,24.932,Spire Motorsports,False,False,10,17,green
Chase Elliott,4062,Chv,9,24,5,108.295,24.932,Hendrick Motorsports,False,False,5,38,green
Shane Van Gisbergen,4469,Chv,88,317,14,108.295,24.932,Trackhouse Racing,False,False,27,14,green
William Byron,4184,Chv,24,150,11,108.295,24.932,Hendrick Motorsports,False,False,14,12,green
Josh Berry,4123,Frd,21,318,4,108.295,24.932,Wood Brothers Racing,False,False,17,8,green
Kyle Larson,4030,Chv,5,320,11,108.295,24.932,Hendrick Motorsports,False,False,30,6,green
Cody Ware,4125,Frd,51,12,37,108.295,24.932,Rick Ware Racing,False,False,37,32,green
Denny Hamlin,1361,Tyt,11,322,10,108.295,24.932,Joe Gibbs Racing,False,False,4,10,green
Denny Hamlin,1361,Tyt,11,32,3,108.295,24.932,Joe Gibbs Racing,False,False,4,10,green
Josh Berry,4123,Frd,21,317,4,108.295,24.932,Wood Brothers Racing,False,False,17,8,green
Michael McDowell,3832,Chv,71,316,18,108.290,24.933,Spire Motorsports,False,False,10,17,green
Joey Logano,3859,Frd,22,102,13,108.290,24.933,Team Penske,False,False,38,4,green
Joey Logano,3859,Frd,22,382,5,108.290,24.933,Team Penske,False,False,38,4,green
Christopher Bell,4153,Tyt,20,372,20,108.290,24.933,Joe Gibbs Racing,False,False,8,21,green
Ryan Preece,4070,Frd,60,21,1,108.290,24.933,RFK Racing,False,False,1,35,green
Ricky Stenhouse Jr.,3888,Chv,47,99,32,108.290,24.933,HYAK Motorsports,False,False,36,23,green
Carson Hocevar,4326,Chv,77,386,17,108.290,24.933,Spire Motorsports,False,False,15,15,green
Josh Berry,4123,Frd,21,21,12,108.290,24.933,Wood Brothers Racing,False,False,17,8,green
Austin Dillon,3873,Chv,3,58,9,108.290,24.933,Richard Childress Racing,False,False,11,1,green
Chase Briscoe,4228,Tyt,19,109,10,108.286,24.934,Joe Gibbs Racing,False,False,19,13,green
Corey Heim,4387,Tyt,67,329,34,108.286,24.934,23XI Racing,False,True,32,29,green
Cody Ware,4125,Frd,51,15,37,108.286,24.934,Rick Ware Racing,False,False,37,32,green
Chase Briscoe,4228,Tyt,19,267,19,108.286,24.934,Joe Gibbs Racing,False,False,19,13,green
Tyler Reddick,4065,Tyt,45,27,3,108.286,24.934,23XI Racing,False,False,2,34,green
Michael McDowell,3832,Chv,71,264,22,108.286,24.934,Spire Motorsports,False,False,10,17,green
Denny Hamlin,1361,Tyt,11,152,12,108.286,24.934,Joe Gibbs Racing,False,False,4,10,green
Chris Buescher,3989,Frd,17,257,24,108.286,24.934,RFK Racing,False,False,12,30,green
Brad Keselowski,1816,Frd,6,109,6,108.286,24.934,RFK Racing,False,False,6,9,green
Joey Logano,3859,Frd,22,157,3,108.286,24.934,Team Penske,False,False,38,4,green
Corey Heim,4387,Tyt,67,331,33,108.286,24.934,23XI Racing,False,True,32,29,green
Ricky Stenhouse Jr.,3888,Chv,47,345,13,108.286,24.934,HYAK Motorsports,False,False,36,23,green
Tyler Reddick,4065,Tyt,45,60,1,108.282,24.935,23XI Racing,False,False,2,34,green
Bubba Wallace,4025,Tyt,23,59,6,108.282,24.935,23XI Racing,False,False,7,28,green
Christopher Bell,4153,Tyt,20,318,27,108.282,24.935,Joe Gibbs Racing,False,False,8,21,green
Todd Gilliland,4231,Frd,34,321,25,108.282,24.935,Front Row Motorsports,False,False,31,25,green
Bubba Wallace,4025,Tyt,23,109,1,108.277,24.936,23XI Racing,False,False,7,28,green
Tyler Reddick,4065,Tyt,45,285,32,108.277,24.936,23XI Racing,False,False,2,34,green
Tyler Reddick,4065,Tyt,45,289,26,108.277,24.936,23XI Racing,False,False,2,34,green
Denny Hamlin,1361,Tyt,11,316,11,108.277,24.936,Joe Gibbs Racing,False,False,4,10,green
Riley Herbst,4269,Tyt,35,371,30,108.277,24.936,23XI Racing,False,False,26,31,green
AJ Allmendinger,3774,Chv,16,369,15,108.277,24.936,Kaulig Racing,False,False,3,22,green
Zane Smith,4272,Frd,38,17,25,108.277,24.936,Front Row Motorsports,False,False,29,11,green
Bubba Wallace,4025,Tyt,23,110,1,108.277,24.936,23XI Racing,False,False,7,28,green
Ricky Stenhouse Jr.,3888,Chv,47,334,25,108.277,24.936,HYAK Motorsports,False,False,36,23,green
Kyle Busch,454,Chv,8,393,16,108.277,24.936,Richard Childress Racing,False,False,28,16,green
Todd Gilliland,4231,Frd,34,262,24,108.277,24.936,Front Row Motorsports,False,False,31,25,green
Ty Dillon,4013,Chv,10,317,21,108.277,24.936,Kaulig Racing,False,False,16,20,green
Chase Briscoe,4228,Tyt,19,148,10,108.273,24.937,Joe Gibbs Racing,False,False,19,13,green
Ty Gibbs,4368,Tyt,54,154,37,108.273,24.937,Joe Gibbs Racing,False,False,23,18,green
Shane Van Gisbergen,4469,Chv,88,16,26,108.273,24.937,Trackhouse Racing,False,False,27,14,green
Chase Briscoe,4228,Tyt,19,16,21,108.269,24.938,Joe Gibbs Racing,False,False,19,13,green
Chase Briscoe,4228,Tyt,19,58,17,108.269,24.938,Joe Gibbs Racing,False,False,19,13,green
Riley Herbst,4269,Tyt,35,259,32,108.269,24.938,23XI Racing,False,False,26,31,green
Daniel Suarez,4113,Chv,99,276,5,108.269,24.938,Trackhouse Racing,False,False,21,7,green
Alex Bowman,4045,Chv,48,276,3,108.269,24.938,Hendrick Motorsports,False,False,9,2,green
William Byron,4184,Chv,24,115,7,108.264,24.939,Hendrick Motorsports,False,False,14,12,green
William Byron,4184,Chv,24,51,17,108.264,24.939,Hendrick Motorsports,False,False,14,12,green
Daniel Suarez,4113,Chv,99,264,6,108.264,24.939,Trackhouse Racing,False,False,21,7,green
AJ Allmendinger,3774,Chv,16,364,14,108.264,24.939,Kaulig Racing,False,False,3,22,green
Cole Custer,4104,Frd,41,150,28,108.264,24.939,Haas Factory Team,False,False,24,24,green
Cole Custer,4104,Frd,41,55,33,108.264,24.939,Haas Factory Team,False,False,24,24,green
Corey Heim,4387,Tyt,67,93,31,108.264,24.939,23XI Racing,False,True,32,29,green
Todd Gilliland,4231,Frd,34,63,34,108.264,24.939,Front Row Motorsports,False,False,31,25,green
Austin Cindric,4180,Frd,2,383,4,108.264,24.939,Team Penske,False,False,13,5,green
Austin Cindric,4180,Frd,2,58,10,108.264,24.939,Team Penske,False,False,13,5,green
Ty Dillon,4013,Chv,10,363,18,108.264,24.939,Kaulig Racing,False,False,16,20,green
Joey Logano,3859,Frd,22,104,13,108.264,24.939,Team Penske,False,False,38,4,green
Todd Gilliland,4231,Frd,34,97,21,108.260,24.940,Front Row Motorsports,False,False,31,25,green
Bubba Wallace,4025,Tyt,23,322,31,108.260,24.940,23XI Racing,False,False,7,28,green
Ross Chastain,4001,Chv,1,61,26,108.260,24.940,Trackhouse Racing,False,False,33,19,green
Denny Hamlin,1361,Tyt,11,147,13,108.260,24.940,Joe Gibbs Racing,False,False,4,10,green
Carson Hocevar,4326,Chv,77,147,21,108.260,24.940,Spire Motorsports,False,False,15,15,green
Tyler Reddick,4065,Tyt,45,283,32,108.260,24.940,23XI Racing,False,False,2,34,green
Joey Logano,3859,Frd,22,379,5,108.260,24.940,Team Penske,False,False,38,4,green
Noah Gragson,4224,Frd,4,53,26,108.255,24.941,Front Row Motorsports,False,False,22,27,green
Cody Ware,4125,Frd,51,90,38,108.255,24.941,Rick Ware Racing,False,False,37,32,green
Ross Chastain,4001,Chv,1,112,20,108.255,24.941,Trackhouse Racing,False,False,33,19,green
Austin Cindric,4180,Frd,2,273,12,108.255,24.941,Team Penske,False,False,13,5,green
Austin Cindric,4180,Frd,2,160,5,108.251,24.942,Team Penske,False,False,13,5,green
Ty Gibbs,4368,Tyt,54,394,20,108.251,24.942,Joe Gibbs Racing,False,False,23,18,green
Justin Haley,4172,Chv,7,94,27,108.251,24.942,Spire Motorsports,False,False,25,37,green
Ricky Stenhouse Jr.,3888,Chv,47,52,31,108.251,24.942,HYAK Motorsports,False,False,36,23,green
Alex Bowman,4045,Chv,48,268,3,108.251,24.942,Hendrick Motorsports,False,False,9,2,green
Chris Buescher,3989,Frd,17,315,24,108.251,24.942,RFK Racing,False,False,12,30,green
Chase Elliott,4062,Chv,9,151,21,108.251,24.942,Hendrick Motorsports,False,False,5,38,green
Ross Chastain,4001,Chv,1,263,28,108.251,24.942,Trackhouse Racing,False,False,33,19,green
Jesse Love,4463,Chv,33,381,35,108.247,24.943,Richard Childress Racing,False,True,35,33,green
William Byron,4184,Chv,24,56,18,108.247,24.943,Hendrick Motorsports,False,False,14,12,green
Brad Keselowski,1816,Frd,6,266,16,108.247,24.943,RFK Racing,False,False,6,9,green
John Hunter Nemechek,4092,Tyt,42,15,27,108.247,24.943,Legacy Motor Club,False,False,34,36,green
Zane Smith,4272,Frd,38,323,14,108.247,24.943,Front Row Motorsports,False,False,29,11,green
Noah Gragson,4224,Frd,4,264,32,108.247,24.943,Front Row Motorsports,False,False,22,27,green
Denny Hamlin,1361,Tyt,11,148,13,108.247,24.943,Joe Gibbs Racing,False,False,4,10,green
Corey Heim,4387,Tyt,67,14,36,108.242,24.944,23XI Racing,False,True,32,29,green
Corey Heim,4387,Tyt,67,140,36,108.242,24.944,23XI Racing,False,True,32,29,green
Chris Buescher,3989,Frd,17,104,17,108.242,24.944,RFK Racing,False,False,12,30,green
Ricky Stenhouse Jr.,3888,Chv,47,343,15,108.242,24.944,HYAK Motorsports,False,False,36,23,green
Denny Hamlin,1361,Tyt,11,30,3,108.242,24.944,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,110,5,108.242,24.944,Team Penske,False,False,13,5,green
Kyle Busch,454,Chv,8,97,28,108.242,24.944,Richard Childress Racing,False,False,28,16,green
Ty Dillon,4013,Chv,10,225,25,108.238,24.945,Kaulig Racing,False,False,16,20,green
